case,activity,time
19393_N214WN_1066,SFO,2018-08-23T09:29:00
19393_N214WN_1066,LAX,2018-08-23T10:51:00
19393_N214WN_1069,SFO,2018-08-23T13:12:00
19393_N214WN_1069,LAX,2018-08-23T14:40:00
19393_N214WN_1071,SFO,2018-08-22T17:39:00
19393_N214WN_1071,LAX,2018-08-22T19:18:00
19393_N214WN_1073,SFO,2018-08-22T21:21:00
19393_N214WN_1073,LAX,2018-08-22T22:52:00
19393_N214WN_1937,DEN,2018-08-06T18:35:00
19393_N214WN_1937,LAS,2018-08-06T19:23:00
19393_N214WN_1949,DEN,2018-08-27T15:45:00
19393_N214WN_1949,PHX,2018-08-27T16:32:00
19393_N215WN_2491,SLC,2018-08-30T19:08:00
19393_N215WN_2491,DEN,2018-08-30T20:22:00
19393_N215WN_259,MCO,2018-08-16T18:25:00
19393_N215WN_259,LAS,2018-08-16T19:48:00
19393_N216WR_1104,MCO,2018-08-08T09:51:00
19393_N216WR_1104,FLL,2018-08-08T10:50:00
19393_N216WR_3044,DEN,2018-08-11T10:29:00
19393_N216WR_3044,PHX,2018-08-11T11:07:00
19393_N216WR_6072,SLC,2018-08-26T10:29:00
19393_N216WR_6072,DEN,2018-08-26T11:47:00
19393_N216WR_6072,DEN,2018-08-26T12:30:00
19393_N216WR_6072,PHX,2018-08-26T13:16:00
19393_N216WR_694,LAS,2018-08-15T00:28:00
19393_N216WR_694,SFO,2018-08-15T22:59:00
19393_N217JC_1132,MCO,2018-08-23T18:15:00
19393_N217JC_1132,ATL,2018-08-23T19:43:00
19393_N217JC_1706,DTW,2018-08-28T20:17:00
19393_N217JC_1706,DEN,2018-08-28T21:14:00
19393_N217JC_5087,SLC,2018-08-04T17:23:00
19393_N217JC_5087,LAS,2018-08-04T17:38:00
19393_N217JC_581,SLC,2018-08-20T20:24:00
19393_N217JC_581,DEN,2018-08-20T21:36:00
19393_N217JC_594,SLC,2018-08-21T10:44:00
19393_N217JC_594,LAS,2018-08-21T10:56:00
19393_N218WN_2344,SFO,2018-08-23T11:43:00
19393_N218WN_2344,PHX,2018-08-23T13:29:00
19393_N218WN_576,IAD,2018-08-13T11:00:00
19393_N218WN_576,ATL,2018-08-13T12:37:00
19393_N218WN_690,DTW,2018-08-30T06:25:00
19393_N218WN_690,DEN,2018-08-30T07:15:00
19393_N219WN_2459,DEN,2018-08-01T19:31:00
19393_N219WN_2459,LAX,2018-08-01T20:54:00
19393_N219WN_259,MCO,2018-08-23T18:14:00
19393_N219WN_259,LAS,2018-08-23T19:46:00
19393_N219WN_4841,DEN,2018-08-04T19:25:00
19393_N219WN_4841,LAX,2018-08-04T20:47:00
19393_N219WN_719,SLC,2018-08-14T12:18:00
19393_N219WN_719,LAS,2018-08-14T12:24:00
19393_N219WN_763,SLC,2018-08-31T23:29:00
19393_N219WN_763,LAS,2018-08-31T23:51:00
19393_N219WN_987,DEN,2018-08-09T15:58:00
19393_N219WN_987,SFO,2018-08-09T17:37:00
19393_N220WN_1585,MCO,2018-08-27T19:37:00
19393_N220WN_1585,FLL,2018-08-27T20:28:00
19393_N220WN_2193,SFO,2018-08-09T13:20:00
19393_N220WN_2193,DEN,2018-08-09T16:48:00
19393_N220WN_2193,DEN,2018-08-09T17:33:00
19393_N220WN_2193,PHX,2018-08-09T18:14:00
19393_N220WN_2673,DEN,2018-08-18T20:07:00
19393_N220WN_2673,SEA,2018-08-18T22:25:00
19393_N220WN_4608,DEN,2018-08-05T22:16:00
19393_N220WN_4608,LAS,2018-08-05T23:05:00
19393_N220WN_745,DEN,2018-08-21T22:15:00
19393_N220WN_745,LAX,2018-08-21T23:29:00
19393_N221WN_113,SLC,2018-08-31T05:37:00
19393_N221WN_113,PHX,2018-08-31T06:00:00
19393_N221WN_2077,DEN,2018-08-09T10:29:00
19393_N221WN_2077,LAX,2018-08-09T11:43:00
19393_N221WN_690,DTW,2018-08-29T06:25:00
19393_N221WN_690,DEN,2018-08-29T07:20:00
19393_N222WN_1066,SFO,2018-08-20T08:40:00
19393_N222WN_1066,LAX,2018-08-20T10:19:00
19393_N222WN_1069,SFO,2018-08-20T13:37:00
19393_N222WN_1069,LAX,2018-08-20T15:03:00
19393_N222WN_1071,SFO,2018-08-20T17:38:00
19393_N222WN_1071,LAX,2018-08-20T19:01:00
19393_N222WN_1073,SFO,2018-08-20T22:31:00
19393_N222WN_1073,LAX,2018-08-20T23:58:00
19393_N222WN_2153,SFO,2018-08-16T09:19:00
19393_N222WN_2153,DEN,2018-08-16T12:38:00
19393_N222WN_4279,SLC,2018-08-25T08:04:00
19393_N222WN_4279,LAX,2018-08-25T08:57:00
19393_N222WN_933,MCO,2018-08-17T10:06:00
19393_N222WN_933,DEN,2018-08-17T11:36:00
19393_N222WN_933,DEN,2018-08-17T13:01:00
19393_N222WN_933,SEA,2018-08-17T14:42:00
19393_N223WN_2473,DTW,2018-08-10T11:38:00
19393_N223WN_2473,LAS,2018-08-10T12:23:00
19393_N223WN_3274,SLC,2018-08-11T18:13:00
19393_N223WN_3274,LAX,2018-08-11T18:57:00
19393_N223WN_3564,IAD,2018-08-04T06:58:00
19393_N223WN_3564,FLL,2018-08-04T09:23:00
19393_N223WN_763,SLC,2018-08-08T22:37:00
19393_N223WN_763,LAS,2018-08-08T22:52:00
19393_N224WN_120,MCO,2018-08-15T19:46:00
19393_N224WN_120,ATL,2018-08-15T21:19:00
19393_N224WN_1372,SFO,2018-08-07T19:43:00
19393_N224WN_1372,LAS,2018-08-07T21:09:00
19393_N224WN_1431,SLC,2018-08-01T10:34:00
19393_N224WN_1431,LAS,2018-08-01T10:41:00
19393_N224WN_2239,SFO,2018-08-15T06:56:00
19393_N224WN_2239,LAX,2018-08-15T08:22:00
19393_N224WN_2421,SFO,2018-08-23T19:46:00
19393_N224WN_2421,LAX,2018-08-23T21:09:00
19393_N224WN_2783,SLC,2018-08-04T19:38:00
19393_N224WN_2783,PHX,2018-08-04T20:07:00
19393_N224WN_3030,SLC,2018-08-11T20:19:00
19393_N224WN_3030,PHX,2018-08-11T20:49:00
19393_N224WN_581,SLC,2018-08-10T20:24:00
19393_N224WN_581,DEN,2018-08-10T21:43:00
19393_N225WN_1577,DEN,2018-08-16T14:55:00
19393_N225WN_1577,PHX,2018-08-16T15:37:00
19393_N225WN_1745,SFO,2018-08-28T19:58:00
19393_N225WN_1745,DEN,2018-08-28T23:18:00
19393_N225WN_2186,SLC,2018-08-02T06:35:00
19393_N225WN_2186,LAX,2018-08-02T07:21:00
19393_N225WN_2406,SLC,2018-08-03T06:00:00
19393_N225WN_2406,LAS,2018-08-03T06:06:00
19393_N225WN_2406,DEN,2018-08-03T13:50:00
19393_N225WN_2406,SEA,2018-08-03T16:22:00
19393_N225WN_2422,DTW,2018-08-21T17:34:00
19393_N225WN_2422,ATL,2018-08-21T19:20:00
19393_N225WN_2471,DEN,2018-08-01T19:29:00
19393_N225WN_2471,PHX,2018-08-01T20:25:00
19393_N225WN_2491,SLC,2018-08-13T17:46:00
19393_N225WN_2491,DEN,2018-08-13T18:59:00
19393_N225WN_6144,SLC,2018-08-19T20:09:00
19393_N225WN_6144,DEN,2018-08-19T21:21:00
19393_N225WN_763,SLC,2018-08-29T20:03:00
19393_N225WN_763,LAS,2018-08-29T20:11:00
19393_N226WN_1107,LAS,2018-08-23T00:35:00
19393_N226WN_1107,DEN,2018-08-23T23:52:00
19393_N226WN_259,MCO,2018-08-29T18:19:00
19393_N226WN_259,LAS,2018-08-29T20:16:00
19393_N227WN_1862,SLC,2018-08-22T10:48:00
19393_N227WN_1862,DEN,2018-08-22T12:05:00
19393_N227WN_2278,SLC,2018-08-03T12:24:00
19393_N227WN_2278,DEN,2018-08-03T13:33:00
19393_N227WN_2422,DTW,2018-08-15T17:27:00
19393_N227WN_2422,ATL,2018-08-15T19:11:00
19393_N227WN_2491,SLC,2018-08-29T17:55:00
19393_N227WN_2491,DEN,2018-08-29T19:03:00
19393_N227WN_6668,SFO,2018-08-26T15:25:00
19393_N227WN_6668,DEN,2018-08-26T18:54:00
19393_N228WN_55,SLC,2018-08-28T12:20:00
19393_N228WN_55,PHX,2018-08-28T12:54:00
19393_N229WN_1839,SFO,2018-08-08T15:35:00
19393_N229WN_1839,LAX,2018-08-08T17:09:00
19393_N229WN_3847,DEN,2018-08-25T05:52:00
19393_N229WN_3847,ATL,2018-08-25T10:29:00
19393_N229WN_3947,DTW,2018-08-18T18:04:00
19393_N229WN_3947,DEN,2018-08-18T19:06:00
19393_N229WN_3947,DEN,2018-08-18T20:05:00
19393_N229WN_3947,PHX,2018-08-18T20:50:00
19393_N230WN_1763,DEN,2018-08-28T08:17:00
19393_N230WN_1763,SEA,2018-08-28T10:10:00
19393_N230WN_2190,MCO,2018-08-10T06:22:00
19393_N230WN_2190,ATL,2018-08-10T08:01:00
19393_N230WN_2476,SLC,2018-08-24T07:55:00
19393_N230WN_2476,DEN,2018-08-24T09:09:00
19393_N230WN_4141,DEN,2018-08-05T05:31:00
19393_N230WN_4141,ATL,2018-08-05T10:19:00
19393_N230WN_4168,IAD,2018-08-11T14:40:00
19393_N230WN_4168,ATL,2018-08-11T16:29:00
19393_N230WN_576,IAD,2018-08-16T10:49:00
19393_N230WN_576,ATL,2018-08-16T12:36:00
19393_N230WN_6617,SLC,2018-08-19T07:16:00
19393_N230WN_6617,PHX,2018-08-19T07:46:00
19393_N230WN_6638,DEN,2018-08-18T08:12:00
19393_N230WN_6638,LAX,2018-08-18T09:36:00
19393_N230WN_889,DEN,2018-08-01T08:04:00
19393_N230WN_889,PHX,2018-08-01T08:50:00
19393_N230WN_972,DEN,2018-08-13T06:58:00
19393_N230WN_972,PHX,2018-08-13T07:40:00
19393_N231WN_161,SFO,2018-08-29T16:40:00
19393_N231WN_161,LAS,2018-08-29T18:15:00
19393_N231WN_1656,DEN,2018-08-27T15:18:00
19393_N231WN_1656,ATL,2018-08-27T20:11:00
19393_N231WN_2045,DEN,2018-08-03T10:00:00
19393_N231WN_2045,LAX,2018-08-03T11:19:00
19393_N231WN_2084,DEN,2018-08-09T22:19:00
19393_N231WN_2084,SEA,2018-08-09T23:58:00
19393_N231WN_784,SFO,2018-08-29T08:49:00
19393_N231WN_784,LAS,2018-08-29T10:10:00
19393_N232WN_1453,SLC,2018-08-14T10:54:00
19393_N232WN_1453,LAX,2018-08-14T11:37:00
19393_N232WN_1706,DTW,2018-08-17T21:15:00
19393_N232WN_1706,DEN,2018-08-17T22:07:00
19393_N232WN_1865,DEN,2018-08-22T17:26:00
19393_N232WN_1865,MCO,2018-08-22T22:47:00
19393_N232WN_1894,SLC,2018-08-16T07:23:00
19393_N232WN_1894,LAX,2018-08-16T08:11:00
19393_N232WN_2406,SLC,2018-08-06T06:04:00
19393_N232WN_2406,LAS,2018-08-06T06:12:00
19393_N232WN_2406,DEN,2018-08-06T12:58:00
19393_N232WN_2406,SEA,2018-08-06T14:49:00
19393_N232WN_2516,DEN,2018-08-14T19:12:00
19393_N232WN_2516,PHX,2018-08-14T20:31:00
19393_N232WN_551,DEN,2018-08-29T06:16:00
19393_N232WN_551,LAX,2018-08-29T07:30:00
19393_N232WN_783,SLC,2018-08-13T17:32:00
19393_N232WN_783,PHX,2018-08-13T17:59:00
19393_N233LV_1482,SLC,2018-08-31T15:18:00
19393_N233LV_1482,DEN,2018-08-31T21:37:00
19393_N233LV_1482,DEN,2018-08-31T22:30:00
19393_N233LV_1482,LAX,2018-08-31T23:46:00
19393_N233LV_1656,DEN,2018-08-21T15:31:00
19393_N233LV_1656,ATL,2018-08-21T20:25:00
19393_N233LV_1871,DEN,2018-08-27T16:32:00
19393_N233LV_1871,LAS,2018-08-27T17:14:00
19393_N233LV_1949,DEN,2018-08-28T16:34:00
19393_N233LV_1949,PHX,2018-08-28T17:18:00
19393_N233LV_2112,DEN,2018-08-03T08:10:00
19393_N233LV_2112,LAX,2018-08-03T09:34:00
19393_N233LV_4607,DEN,2018-08-26T07:02:00
19393_N233LV_4607,LAS,2018-08-26T07:46:00
19393_N233LV_603,MCO,2018-08-01T18:55:00
19393_N233LV_603,PHX,2018-08-01T20:30:00
19393_N233LV_697,DTW,2018-08-10T07:51:00
19393_N233LV_697,ATL,2018-08-10T09:40:00
19393_N234WN_2285,DEN,2018-08-09T10:25:00
19393_N234WN_2285,LAS,2018-08-09T11:08:00
19393_N234WN_2390,SLC,2018-08-02T16:16:00
19393_N234WN_2390,LAS,2018-08-02T16:33:00
19393_N234WN_3091,DEN,2018-08-11T16:49:00
19393_N234WN_3091,SEA,2018-08-11T18:23:00
19393_N234WN_4912,DTW,2018-08-25T14:32:00
19393_N234WN_4912,ATL,2018-08-25T16:20:00
19393_N234WN_594,SLC,2018-08-27T10:19:00
19393_N234WN_594,LAS,2018-08-27T10:32:00
19393_N235WN_1740,DTW,2018-08-03T17:13:00
19393_N235WN_1740,ATL,2018-08-03T19:11:00
19393_N235WN_2045,DEN,2018-08-01T10:03:00
19393_N235WN_2045,LAX,2018-08-01T11:18:00
19393_N235WN_697,DTW,2018-08-16T07:54:00
19393_N235WN_697,ATL,2018-08-16T09:42:00
19393_N236WN_1069,SFO,2018-08-03T22:50:00
19393_N236WN_1069,LAX,2018-08-03T23:56:00
19393_N236WN_1540,PHX,2018-08-08T01:24:00
19393_N236WN_1540,SLC,2018-08-08T22:12:00
19393_N236WN_2084,SEA,2018-08-30T00:09:00
19393_N236WN_2084,DEN,2018-08-30T22:27:00
19393_N236WN_2285,DEN,2018-08-30T09:57:00
19393_N236WN_2285,LAS,2018-08-30T10:52:00
19393_N236WN_4688,DEN,2018-08-12T09:35:00
19393_N236WN_4688,PHX,2018-08-12T10:10:00
19393_N236WN_987,DEN,2018-08-13T16:02:00
19393_N236WN_987,SFO,2018-08-13T17:32:00
19393_N237WN_1104,MCO,2018-08-14T09:53:00
19393_N237WN_1104,FLL,2018-08-14T10:54:00
19393_N237WN_2112,DEN,2018-08-06T08:09:00
19393_N237WN_2112,LAX,2018-08-06T09:30:00
19393_N237WN_697,DTW,2018-08-28T07:51:00
19393_N237WN_697,ATL,2018-08-28T09:40:00
19393_N238WN_1808,SFO,2018-08-03T07:21:00
19393_N238WN_1808,PHX,2018-08-03T09:02:00
19393_N238WN_2088,SFO,2018-08-24T21:32:00
19393_N238WN_2088,PHX,2018-08-24T23:22:00
19393_N238WN_2233,DEN,2018-08-06T16:01:00
19393_N238WN_2233,LAS,2018-08-06T16:44:00
19393_N238WN_2721,SLC,2018-08-26T20:18:00
19393_N238WN_2721,LAS,2018-08-26T20:30:00
19393_N238WN_5906,SFO,2018-08-25T12:03:00
19393_N238WN_5906,LAS,2018-08-25T13:40:00
19393_N239WN_1956,DEN,2018-08-09T18:13:00
19393_N239WN_1956,ATL,2018-08-09T23:01:00
19393_N239WN_2421,SFO,2018-08-14T19:39:00
19393_N239WN_2421,LAX,2018-08-14T21:19:00
19393_N239WN_6645,SLC,2018-08-19T17:15:00
19393_N239WN_6645,LAS,2018-08-19T17:33:00
19393_N239WN_6686,SFO,2018-08-27T05:58:00
19393_N239WN_6686,LAX,2018-08-27T07:14:00
19393_N239WN_745,DEN,2018-08-31T22:14:00
19393_N239WN_745,LAX,2018-08-31T23:37:00
19393_N240WN_1871,DEN,2018-08-22T16:28:00
19393_N240WN_1871,LAS,2018-08-22T17:12:00
19393_N240WN_2232,FLL,2018-08-03T00:03:00
19393_N240WN_2232,DEN,2018-08-03T18:14:00
19393_N240WN_259,MCO,2018-08-24T18:24:00
19393_N240WN_259,LAS,2018-08-24T20:09:00
19393_N240WN_6971,ATL,2018-08-13T00:55:00
19393_N240WN_6971,DEN,2018-08-13T20:17:00
19393_N240WN_789,SLC,2018-08-02T11:04:00
19393_N240WN_789,DEN,2018-08-02T12:23:00
19393_N240WN_789,DEN,2018-08-02T13:13:00
19393_N240WN_789,PHX,2018-08-02T13:51:00
19393_N241WN_1949,DEN,2018-08-29T15:56:00
19393_N241WN_1949,PHX,2018-08-29T16:40:00
19393_N242WN_1851,SFO,2018-08-31T07:12:00
19393_N242WN_1851,LAS,2018-08-31T08:39:00
19393_N242WN_1902,SFO,2018-08-03T13:39:00
19393_N242WN_1902,LAS,2018-08-03T14:59:00
19393_N242WN_2253,DEN,2018-08-01T05:57:00
19393_N242WN_2253,SEA,2018-08-01T07:52:00
19393_N242WN_3486,DEN,2018-08-12T06:25:00
19393_N242WN_3486,ATL,2018-08-12T11:19:00
19393_N242WN_4189,MCO,2018-08-25T15:23:00
19393_N242WN_4189,ATL,2018-08-25T16:54:00
19393_N243WN_2313,MCO,2018-08-28T16:35:00
19393_N243WN_2313,ATL,2018-08-28T18:15:00
19393_N243WN_2421,SFO,2018-08-30T20:10:00
19393_N243WN_2421,LAX,2018-08-30T21:52:00
19393_N243WN_2516,DEN,2018-08-20T18:27:00
19393_N243WN_2516,PHX,2018-08-20T19:16:00
19393_N244WN_1656,DEN,2018-08-20T15:21:00
19393_N244WN_1656,ATL,2018-08-20T20:07:00
19393_N244WN_2001,SLC,2018-08-12T10:45:00
19393_N244WN_2001,PHX,2018-08-12T11:06:00
19393_N244WN_2321,MCO,2018-08-05T00:15:00
19393_N244WN_2321,DEN,2018-08-05T18:58:00
19393_N244WN_2838,MCO,2018-08-05T06:19:00
19393_N244WN_2838,FLL,2018-08-05T07:14:00
19393_N245WN_1894,SLC,2018-08-29T07:22:00
19393_N245WN_1894,LAX,2018-08-29T08:07:00
19393_N245WN_581,SLC,2018-08-27T20:17:00
19393_N245WN_581,DEN,2018-08-27T21:29:00
19393_N246LV_1069,SFO,2018-08-27T14:46:00
19393_N246LV_1069,LAX,2018-08-27T16:41:00
19393_N246LV_1852,SLC,2018-08-03T07:16:00
19393_N246LV_1852,PHX,2018-08-03T07:50:00
19393_N246LV_2077,DEN,2018-08-27T09:03:00
19393_N246LV_2077,LAX,2018-08-27T10:26:00
19393_N246LV_2284,DEN,2018-08-02T13:15:00
19393_N246LV_2284,LAS,2018-08-02T14:01:00
19393_N246LV_2421,SFO,2018-08-27T19:59:00
19393_N246LV_2421,LAX,2018-08-27T21:40:00
19393_N246LV_4131,SLC,2018-08-19T18:13:00
19393_N246LV_4131,PHX,2018-08-19T18:39:00
19393_N246LV_5708,SFO,2018-08-11T17:23:00
19393_N246LV_5708,LAS,2018-08-11T18:58:00
19393_N246LV_6769,DEN,2018-08-19T13:32:00
19393_N246LV_6769,PHX,2018-08-19T14:12:00
19393_N247WN_2444,DEN,2018-08-06T18:32:00
19393_N247WN_2444,ATL,2018-08-06T23:37:00
19393_N247WN_4075,MCO,2018-08-04T12:31:00
19393_N247WN_4075,ATL,2018-08-04T13:54:00
19393_N247WN_4641,MCO,2018-08-04T20:03:00
19393_N247WN_4641,FLL,2018-08-04T21:00:00
19393_N247WN_719,SLC,2018-08-09T12:24:00
19393_N247WN_719,LAS,2018-08-09T12:42:00
19393_N248WN_1168,DEN,2018-08-20T07:36:00
19393_N248WN_1168,LAX,2018-08-20T08:53:00
19393_N248WN_1680,MCO,2018-08-17T15:10:00
19393_N248WN_1680,DEN,2018-08-17T17:06:00
19393_N248WN_1814,SFO,2018-08-20T12:54:00
19393_N248WN_1814,LAX,2018-08-20T14:30:00
19393_N248WN_2082,SFO,2018-08-10T19:31:00
19393_N248WN_2082,PHX,2018-08-10T21:53:00
19393_N248WN_2138,SFO,2018-08-20T16:59:00
19393_N248WN_2138,DEN,2018-08-20T20:34:00
19393_N248WN_2285,DEN,2018-08-28T09:57:00
19393_N248WN_2285,LAS,2018-08-28T10:46:00
19393_N248WN_2491,SLC,2018-08-24T17:55:00
19393_N248WN_2491,DEN,2018-08-24T19:18:00
19393_N249WN_2239,SFO,2018-08-14T06:53:00
19393_N249WN_2239,LAX,2018-08-14T08:32:00
19393_N249WN_594,SLC,2018-08-23T10:53:00
19393_N249WN_594,LAS,2018-08-23T10:59:00
19393_N250WN_1865,DEN,2018-08-31T17:35:00
19393_N250WN_1865,MCO,2018-08-31T23:23:00
19393_N250WN_2187,SFO,2018-08-02T10:20:00
19393_N250WN_2187,LAS,2018-08-02T11:42:00
19393_N250WN_3101,DEN,2018-08-25T13:07:00
19393_N250WN_3101,LAS,2018-08-25T13:55:00
19393_N250WN_458,IAD,2018-08-16T18:10:00
19393_N250WN_458,MCO,2018-08-16T20:35:00
19393_N250WN_882,IAD,2018-08-16T09:23:00
