case,activity,time
3999,1,2012-07-26T23:47:26Z
3999,8,2012-07-27T00:00:23Z
3999,6,2012-07-27T00:15:16Z
4001,1,2012-07-27T15:05:38Z
4001,8,2012-07-27T15:10:11Z
4001,6,2012-07-27T16:36:09Z
4007,1,2012-07-27T16:39:28Z
4007,8,2012-07-27T16:54:16Z
4007,9,2012-07-27T17:07:49Z
4007,6,2012-07-27T17:12:29Z
4010,1,2012-07-27T18:22:35Z
4010,8,2012-07-27T18:24:17Z
4010,6,2012-07-27T18:46:28Z
4010,6,2012-07-27T18:49:30Z
4012,1,2012-07-27T18:54:27Z
4012,1,2012-07-27T18:54:46Z
4012,8,2012-07-27T18:54:57Z
4012,9,2012-07-27T18:55:05Z
4012,8,2012-07-27T21:07:27Z
4012,9,2012-07-27T21:09:34Z
4012,6,2012-07-27T21:10:43Z
4013,1,2012-07-27T21:12:28Z
4013,8,2012-07-27T21:15:57Z
4013,6,2012-07-27T21:18:51Z
4015,1,2012-07-27T21:45:57Z
4015,8,2012-07-27T21:59:34Z
4015,6,2012-07-27T22:02:58Z
4027,1,2012-07-27T22:35:58Z
4027,8,2012-07-27T22:39:25Z
4027,6,2012-07-27T22:50:44Z
4029,1,2012-07-27T22:52:58Z
4029,8,2012-07-27T23:34:09Z
4029,6,2012-07-27T23:47:56Z
4030,1,2012-07-27T23:53:29Z
4030,8,2012-07-27T23:53:47Z
4030,6,2012-07-27T23:53:47Z
4032,1,2012-07-30T15:06:46Z
4032,9,2012-07-30T15:07:07Z
4032,6,2012-07-30T15:49:48Z
4034,1,2012-07-30T15:52:15Z
4034,8,2012-07-30T16:06:49Z
4034,9,2012-07-30T16:07:05Z
4034,6,2012-07-30T16:09:30Z
4041,1,2012-07-30T16:09:53Z
4041,8,2012-07-30T16:13:04Z
4041,6,2012-07-30T16:24:22Z
4046,1,2012-07-30T16:24:22Z
4046,8,2012-07-30T16:46:09Z
4046,6,2012-07-30T16:48:00Z
4048,1,2012-07-30T17:39:04Z
4048,8,2012-07-30T17:46:33Z
4048,6,2012-07-30T17:52:47Z
4051,1,2012-07-30T18:06:52Z
4051,8,2012-07-30T18:07:32Z
4051,6,2012-07-30T18:07:40Z
4053,1,2012-07-30T18:33:42Z
4053,1,2012-07-30T18:53:43Z
4053,8,2012-07-30T18:55:06Z
4053,6,2012-07-30T18:55:26Z
4054,1,2012-07-30T18:55:48Z
4054,8,2012-07-30T20:07:10Z
4054,6,2012-07-30T20:29:40Z
4055,1,2012-07-30T20:51:36Z
4055,8,2012-07-30T21:14:37Z
4055,6,2012-07-30T21:28:52Z
4060,1,2012-07-30T22:07:17Z
4060,8,2012-07-30T22:08:31Z
4060,9,2012-07-30T22:09:09Z
4060,6,2012-07-30T23:00:06Z
4061,1,2012-07-30T23:00:24Z
4061,8,2012-07-30T23:03:11Z
4061,6,2012-07-30T23:20:39Z
4064,1,2012-07-30T23:42:21Z
4064,8,2012-07-30T23:45:09Z
4064,9,2012-07-31T15:20:05Z
4064,6,2012-07-31T15:20:14Z
4068,1,2012-07-31T15:21:21Z
4068,8,2012-07-31T15:21:57Z
4068,6,2012-07-31T15:23:22Z
4071,1,2012-07-31T15:31:58Z
4071,8,2012-07-31T15:56:57Z
4071,6,2012-07-31T16:14:00Z
4076,1,2012-07-31T16:40:08Z
4076,8,2012-07-31T16:58:40Z
4076,6,2012-07-31T17:01:52Z
4082,1,2012-07-31T17:03:08Z
4082,8,2012-07-31T17:29:21Z
4082,4,2012-07-31T18:05:46Z
4082,6,2012-07-31T18:24:45Z
4086,1,2012-07-31T18:59:06Z
4086,8,2012-07-31T20:08:38Z
4086,9,2012-07-31T20:09:22Z
4086,6,2012-07-31T20:14:10Z
4087,1,2012-07-31T21:02:18Z
4087,8,2012-07-31T21:02:58Z
4087,9,2012-07-31T21:05:19Z
4087,6,2012-07-31T21:07:55Z
4090,1,2012-07-31T21:37:16Z
4090,8,2012-07-31T21:48:29Z
4090,6,2012-07-31T22:33:16Z
4093,1,2012-07-31T22:35:02Z
4093,8,2012-07-31T22:36:19Z
4093,6,2012-07-31T22:40:19Z
4096,1,2012-07-31T22:41:57Z
4096,8,2012-07-31T22:43:10Z
4096,6,2012-07-31T22:44:06Z
4106,1,2012-07-31T22:45:22Z
4106,8,2012-07-31T22:49:54Z
4106,6,2012-07-31T22:50:12Z
4115,1,2012-07-31T23:11:01Z
4115,8,2012-07-31T23:11:19Z
4115,6,2012-07-31T23:14:45Z
4116,1,2012-07-31T23:15:04Z
4116,8,2012-07-31T23:22:15Z
4116,6,2012-07-31T23:22:51Z
4118,1,2012-07-31T23:23:18Z
4118,8,2012-07-31T23:24:21Z
4118,6,2012-07-31T23:24:37Z
4119,1,2012-07-31T23:24:46Z
4119,8,2012-07-31T23:24:57Z
4119,6,2012-07-31T23:53:18Z
4120,1,2012-08-01T00:04:20Z
4120,8,2012-08-01T00:08:12Z
4120,6,2012-08-01T15:06:00Z
4121,1,2012-08-01T15:06:14Z
4121,8,2012-08-01T15:17:22Z
4121,9,2012-08-01T15:35:37Z
4121,6,2012-08-02T16:22:07Z
4129,1,2012-08-02T16:22:59Z
4129,8,2012-08-02T16:37:07Z
4129,6,2012-08-02T16:59:07Z
4131,1,2012-08-02T17:01:16Z
4131,8,2012-08-02T17:02:49Z
4131,6,2012-08-02T17:04:08Z
4135,1,2012-08-02T17:10:40Z
4135,8,2012-08-02T17:12:34Z
4135,6,2012-08-02T17:14:39Z
4136,1,2012-08-02T17:14:53Z
4136,8,2012-08-02T17:16:59Z
4136,6,2012-08-02T17:22:58Z
4142,1,2012-08-02T17:26:04Z
4142,8,2012-08-02T17:27:23Z
4142,9,2012-08-02T17:31:42Z
4142,6,2012-08-02T17:47:41Z
4151,1,2012-08-02T18:02:57Z
4151,8,2012-08-02T18:05:03Z
4151,6,2012-08-02T18:54:41Z
4155,1,2012-08-02T18:57:15Z
4155,8,2012-08-02T18:58:14Z
4155,9,2012-08-02T20:08:43Z
4155,6,2012-08-02T20:11:08Z
4158,1,2012-08-02T20:13:57Z
4158,8,2012-08-02T20:24:58Z
4158,6,2012-08-02T20:32:34Z
4159,1,2012-08-02T20:43:37Z
4159,8,2012-08-02T20:49:07Z
4159,6,2012-08-02T20:56:43Z
4162,1,2012-08-02T20:57:48Z
4162,8,2012-08-02T21:03:26Z
4162,6,2012-08-02T21:27:10Z
4166,1,2012-08-02T21:52:10Z
4166,8,2012-08-02T22:52:30Z
4166,9,2012-08-02T22:58:56Z
4166,6,2012-08-02T23:00:24Z
4170,1,2012-08-02T23:05:18Z
4170,8,2012-08-02T23:11:13Z
4170,6,2012-08-02T23:12:42Z
4173,1,2012-08-02T23:14:07Z
4173,8,2012-08-02T23:24:42Z
4173,6,2012-08-02T23:25:31Z
4180,1,2012-08-02T23:27:02Z
4180,8,2012-08-03T00:07:16Z
4180,6,2012-08-03T15:04:30Z
4181,1,2012-08-03T15:12:16Z
4181,8,2012-08-03T15:13:01Z
4181,9,2012-08-03T15:15:43Z
4181,8,2012-08-03T15:17:57Z
4181,6,2012-08-03T15:26:18Z
4189,1,2012-08-03T15:28:42Z
4189,8,2012-08-03T15:49:29Z
4189,6,2012-08-03T15:58:46Z
4191,1,2012-08-03T16:14:30Z
4191,6,2012-08-03T16:24:51Z
4191,6,2012-08-03T17:48:32Z
4193,1,2012-08-03T18:41:12Z
4193,8,2012-08-03T18:43:46Z
4193,6,2012-08-03T18:51:57Z
4198,1,2012-08-03T18:59:34Z
4198,8,2012-08-03T20:03:04Z
4198,6,2012-08-03T20:11:46Z
4201,1,2012-08-03T20:12:15Z
4201,8,2012-08-03T20:14:06Z
4201,6,2012-08-03T20:23:20Z
4202,1,2012-08-03T20:25:04Z
4202,8,2012-08-03T20:39:45Z
4202,6,2012-08-03T20:39:52Z
4205,1,2012-08-03T20:44:59Z
4205,8,2012-08-03T20:56:13Z
4205,6,2012-08-03T21:01:45Z
4208,1,2012-08-03T21:19:10Z
4208,8,2012-08-03T21:20:02Z
4208,6,2012-08-03T21:42:46Z
4211,1,2012-08-03T21:51:28Z
4211,8,2012-08-03T22:23:04Z
4211,6,2012-08-03T22:26:19Z
4214,1,2012-08-03T23:41:11Z
4214,8,2012-08-03T23:41:26Z
4214,6,2012-08-03T23:42:59Z
4215,1,2012-08-04T00:21:17Z
4215,1,2012-08-06T15:45:30Z
4215,6,2012-08-06T16:21:37Z
4216,1,2012-08-06T16:30:52Z
4216,8,2012-08-06T16:32:05Z
4216,6,2012-08-06T16:32:14Z
4221,1,2012-08-06T16:44:28Z
4221,8,2012-08-06T16:50:30Z
4221,9,2012-08-06T16:58:07Z
4221,6,2012-08-06T17:01:23Z
4222,1,2012-08-06T17:39:32Z
4222,8,2012-08-06T18:51:23Z
4222,9,2012-08-06T18:59:52Z
4222,6,2012-08-06T20:22:21Z
4230,1,2012-08-06T20:22:42Z
4230,8,2012-08-06T20:26:32Z
4230,9,2012-08-07T15:40:01Z
4230,6,2012-08-07T16:22:11Z
4233,1,2012-08-07T16:23:24Z
4233,8,2012-08-07T16:54:51Z
4233,6,2012-08-07T16:58:49Z
4238,1,2012-08-07T17:00:23Z
4238,8,2012-08-07T17:02:06Z
4238,6,2012-08-07T17:48:10Z
4240,1,2012-08-07T17:48:17Z
4240,8,2012-08-07T18:01:46Z
4240,6,2012-08-07T18:06:48Z
4249,1,2012-08-07T18:53:38Z
4249,8,2012-08-07T18:53:39Z
4249,6,2012-08-07T18:59:02Z
4251,1,2012-08-07T20:34:32Z
4251,8,2012-08-07T20:54:13Z
4251,6,2012-08-07T20:54:21Z
4251,6,2012-08-07T22:57:14Z
4254,1,2012-08-07T23:01:02Z
4254,8,2012-08-07T23:52:51Z
4254,9,2012-08-07T23:57:46Z
4254,6,2012-08-08T15:26:16Z
4260,1,2012-08-08T15:29:37Z
4260,8,2012-08-08T16:00:42Z
4260,6,2012-08-08T16:01:00Z
4262,1,2012-08-08T16:01:14Z
4262,8,2012-08-08T18:54:15Z
4262,6,2012-08-08T19:07:12Z
4266,3,2012-08-08T21:56:16Z
4266,1,2012-08-08T21:57:31Z
4266,8,2012-08-08T22:01:28Z
4266,6,2012-08-08T22:34:59Z
4267,1,2012-08-08T23:16:40Z
4267,8,2012-08-08T23:21:59Z
4267,6,2012-08-08T23:35:23Z
4267,6,2012-08-09T15:40:03Z
4269,1,2012-08-09T15:40:21Z
4269,8,2012-08-09T16:04:18Z
4269,9,2012-08-09T16:26:28Z
4269,6,2012-08-09T16:55:38Z
4272,1,2012-08-09T16:57:31Z
4272,8,2012-08-09T17:25:53Z
4272,6,2012-08-09T18:48:24Z
4278,1,2012-08-09T20:06:20Z
4278,8,2012-08-09T20:13:03Z
4278,6,2012-08-09T20:13:29Z
4278,6,2012-08-09T20:46:00Z
4279,1,2012-08-09T21:11:18Z
4279,1,2012-08-09T21:16:10Z
4279,8,2012-08-09T21:29:31Z
4279,6,2012-08-09T21:35:02Z
4282,1,2012-08-09T21:43:12Z
4282,8,2012-08-09T21:58:25Z
4282,6,2012-08-09T22:44:25Z
4286,1,2012-08-09T23:16:14Z
4286,8,2012-08-09T23:21:57Z
4286,6,2012-08-09T23:56:01Z
4293,1,2012-08-10T00:03:00Z
4293,8,2012-08-10T14:49:50Z
4293,6,2012-08-10T14:59:37Z
4297,1,2012-08-10T15:02:22Z
4297,8,2012-08-10T15:02:47Z
4297,6,2012-08-10T15:03:01Z
4304,1,2012-08-10T15:18:58Z
4304,8,2012-08-10T15:33:45Z
4304,8,2012-08-10T15:35:59Z
4304,6,2012-08-10T15:42:42Z
4305,1,2012-08-10T15:48:18Z
4305,8,2012-08-10T16:20:30Z
4305,9,2012-08-10T17:10:49Z
4305,6,2012-08-10T17:28:27Z
4309,1,2012-08-10T17:34:02Z
4309,8,2012-08-10T17:39:09Z
4309,9,2012-08-10T18:13:48Z
4309,6,2012-08-10T18:35:24Z
4311,1,2012-08-10T20:55:05Z
4311,8,2012-08-10T21:16:56Z
4311,6,2012-08-10T21:34:03Z
4313,1,2012-08-10T22:02:50Z
4313,8,2012-08-10T22:45:36Z
4313,6,2012-08-10T22:50:38Z
4314,1,2012-08-10T23:21:33Z
4314,8,2012-08-13T15:11:00Z
4314,9,2012-08-13T15:11:27Z
4314,6,2012-08-13T16:22:02Z
4315,1,2012-08-13T16:22:20Z
4315,8,2012-08-13T16:28:26Z
4315,6,2012-08-13T16:58:19Z
4319,1,2012-08-13T17:26:32Z
4319,8,2012-08-13T17:26:32Z
4319,6,2012-08-13T18:45:48Z
4326,1,2012-08-13T18:46:22Z
4326,8,2012-08-13T20:36:47Z
4326,9,2012-08-13T20:39:08Z
4326,6,2012-08-13T20:39:32Z
4328,1,2012-08-13T20:42:53Z
4328,8,2012-08-13T21:01:04Z
4328,6,2012-08-13T21:06:37Z
4334,1,2012-08-13T23:07:18Z
4334,8,2012-08-13T23:58:03Z
4334,6,2012-08-13T23:58:53Z
4335,1,2012-08-14T16:26:51Z
4335,8,2012-08-14T16:35:18Z
4335,6,2012-08-14T16:51:59Z
4340,1,2012-08-14T16:58:31Z
4340,8,2012-08-14T18:57:41Z
4340,6,2012-08-14T20:08:45Z
4343,1,2012-08-14T20:08:45Z
4343,8,2012-08-14T21:15:22Z
4343,6,2012-08-14T21:15:55Z
4344,1,2012-08-14T21:17:21Z
4344,8,2012-08-14T23:55:14Z
4344,6,2012-08-16T14:56:55Z
4355,1,2012-08-16T15:11:12Z
4355,8,2012-08-16T15:12:00Z
4355,6,2012-08-16T15:25:03Z
4359,1,2012-08-16T15:25:03Z
4359,8,2012-08-16T16:22:40Z
4359,9,2012-08-16T16:22:53Z
4359,6,2012-08-16T17:12:32Z
4364,1,2012-08-17T22:38:39Z
4364,8,2012-08-20T16:22:36Z
4364,6,2012-08-20T16:23:10Z
4365,1,2012-08-20T17:10:45Z
4365,8,2012-08-20T17:49:46Z
4365,9,2012-08-20T20:48:18Z
4365,6,2012-08-20T21:39:06Z
4372,1,2012-08-20T23:32:53Z
4372,6,2012-08-21T15:20:52Z
4373,1,2012-08-21T16:46:41Z
4373,8,2012-08-21T17:25:01Z
4373,6,2012-08-21T20:14:43Z
4379,1,2012-08-21T23:57:01Z
4379,8,2012-08-22T16:46:25Z
4379,6,2012-08-22T20:23:20Z
4386,1,2012-08-22T22:24:49Z
4386,8,2012-08-22T22:28:26Z
4386,6,2012-08-22T23:06:48Z
4386,6,2012-08-22T23:30:53Z
4390,1,2012-08-23T15:05:34Z
4390,8,2012-08-23T21:45:04Z
4390,6,2012-08-23T22:20:33Z
4394,1,2012-08-23T22:29:23Z
4394,8,2012-08-23T22:30:26Z
4394,6,2012-08-23T22:30:29Z
4395,1,2012-08-27T15:43:41Z
4395,8,2012-08-27T16:26:50Z
4395,9,2012-08-27T16:28:28Z
4395,8,2012-08-27T16:37:11Z
4395,9,2012-08-27T16:59:38Z
4395,6,2012-08-27T18:05:23Z
4396,1,2012-08-27T18:14:13Z
4396,8,2012-08-27T18:23:15Z
4396,6,2012-08-27T18:50:56Z
4397,1,2012-08-27T18:53:58Z
4397,8,2012-08-27T20:20:21Z
4397,6,2012-08-27T21:28:50Z
4403,1,2012-08-27T21:56:14Z
4403,8,2012-08-27T22:18:05Z
4403,6,2012-08-27T23:32:19Z
4408,1,2012-08-27T23:52:11Z
4408,8,2012-08-28T18:19:09Z
4408,6,2012-08-28T21:08:20Z
4411,1,2012-08-28T21:09:20Z
4411,8,2012-08-28T23:03:21Z
4411,9,2012-08-28T23:28:54Z
4411,8,2012-08-29T15:29:10Z
4411,9,2012-08-29T15:29:41Z
4411,6,2012-08-29T20:41:22Z
4413,1,2012-08-30T20:03:44Z
