case,activity,time
98,1,2012-01-09T20:21:29Z
98,8,2012-01-09T20:22:28Z
98,6,2012-01-09T20:27:16Z
102,1,2012-01-09T20:30:54Z
102,8,2012-01-09T20:34:14Z
102,6,2012-01-09T20:56:18Z
117,1,2012-01-09T22:12:24Z
117,8,2012-01-09T22:16:04Z
117,6,2012-01-09T22:24:02Z
120,1,2012-01-09T22:24:20Z
120,8,2012-01-09T22:27:05Z
120,9,2012-01-09T22:35:09Z
120,6,2012-01-09T22:58:58Z
124,1,2012-01-09T22:59:09Z
124,8,2012-01-10T01:14:26Z
124,6,2012-01-10T01:14:53Z
126,1,2012-01-10T01:14:53Z
126,1,2012-01-10T01:19:22Z
126,6,2012-01-10T01:23:38Z
132,1,2012-01-10T01:23:57Z
132,8,2012-01-10T17:29:10Z
132,9,2012-01-10T17:42:03Z
132,6,2012-01-10T17:51:08Z
136,1,2012-01-10T17:51:08Z
136,8,2012-01-10T17:55:26Z
136,6,2012-01-10T17:56:46Z
138,1,2012-01-10T18:03:01Z
138,8,2012-01-10T18:11:10Z
138,6,2012-01-10T18:11:22Z
142,1,2012-01-10T18:43:19Z
142,8,2012-01-10T18:43:37Z
142,6,2012-01-10T18:59:44Z
148,1,2012-01-10T18:59:56Z
148,8,2012-01-10T19:01:57Z
148,6,2012-01-10T19:02:08Z
148,6,2012-01-10T20:06:29Z
152,1,2012-01-10T20:06:39Z
152,8,2012-01-10T20:07:13Z
152,6,2012-01-10T20:15:26Z
153,1,2012-01-10T20:22:28Z
153,8,2012-01-10T20:33:53Z
153,6,2012-01-10T20:44:15Z
168,1,2012-01-10T20:47:30Z
168,8,2012-01-10T22:31:21Z
168,6,2012-01-10T22:55:48Z
170,1,2012-01-10T23:59:48Z
170,8,2012-01-11T00:01:36Z
170,9,2012-01-11T00:07:34Z
170,8,2012-01-11T00:08:08Z
170,9,2012-01-11T00:30:11Z
170,6,2012-01-11T00:57:01Z
176,1,2012-01-11T00:58:08Z
176,8,2012-01-11T01:22:31Z
176,6,2012-01-11T01:23:50Z
177,1,2012-01-11T01:37:22Z
177,8,2012-01-11T02:07:40Z
177,6,2012-01-11T17:03:49Z
178,1,2012-01-11T17:04:06Z
178,8,2012-01-11T17:09:54Z
178,6,2012-01-11T17:48:44Z
179,1,2012-01-11T17:52:55Z
179,8,2012-01-11T18:44:33Z
179,6,2012-01-11T18:46:42Z
186,1,2012-01-11T19:21:48Z
186,8,2012-01-11T19:22:06Z
186,9,2012-01-11T19:22:51Z
186,6,2012-01-11T19:22:51Z
188,1,2012-01-11T19:29:37Z
188,8,2012-01-11T19:38:55Z
188,6,2012-01-11T19:39:13Z
194,1,2012-01-11T19:40:19Z
194,8,2012-01-11T19:42:25Z
194,6,2012-01-11T19:52:28Z
197,1,2012-01-11T19:54:53Z
197,8,2012-01-11T19:55:04Z
197,6,2012-01-11T19:55:24Z
197,6,2012-01-11T20:00:46Z
200,1,2012-01-11T20:00:55Z
200,8,2012-01-11T20:46:46Z
200,6,2012-01-11T20:59:45Z
211,1,2012-01-11T22:16:26Z
211,6,2012-01-11T22:40:05Z
212,1,2012-01-11T23:10:33Z
212,8,2012-01-11T23:15:21Z
212,6,2012-01-11T23:21:45Z
223,1,2012-01-11T23:23:12Z
223,8,2012-01-11T23:28:02Z
223,6,2012-01-12T00:45:36Z
223,6,2012-01-12T00:59:39Z
224,1,2012-01-12T01:44:22Z
224,8,2012-01-12T01:46:12Z
224,9,2012-01-12T17:31:38Z
224,6,2012-01-12T17:34:21Z
241,1,2012-01-12T17:42:47Z
241,8,2012-01-12T17:45:12Z
241,6,2012-01-12T19:39:39Z
242,1,2012-01-12T20:41:57Z
242,8,2012-01-12T20:53:59Z
242,6,2012-01-12T20:57:34Z
247,3,2012-01-12T21:00:49Z
247,8,2012-01-12T21:02:38Z
247,6,2012-01-12T22:49:28Z
251,1,2012-01-12T23:17:06Z
251,8,2012-01-12T23:19:54Z
251,6,2012-01-12T23:25:42Z
255,1,2012-01-13T00:24:44Z
255,8,2012-01-13T01:46:38Z
255,6,2012-01-13T01:58:06Z
261,1,2012-01-13T01:58:23Z
261,8,2012-01-13T01:59:28Z
261,6,2012-01-13T17:20:49Z
266,1,2012-01-13T17:24:54Z
266,6,2012-01-13T17:25:55Z
266,6,2012-01-13T17:28:55Z
272,1,2012-01-13T17:28:56Z
272,8,2012-01-13T17:29:50Z
272,9,2012-01-13T17:32:31Z
272,6,2012-01-13T17:34:29Z
274,1,2012-01-13T17:35:41Z
274,8,2012-01-13T17:39:33Z
274,6,2012-01-13T18:25:14Z
277,1,2012-01-13T18:44:29Z
277,8,2012-01-13T18:45:33Z
277,6,2012-01-13T18:50:13Z
283,1,2012-01-13T18:50:13Z
283,8,2012-01-13T19:17:00Z
283,6,2012-01-13T19:36:45Z
285,1,2012-01-13T19:42:10Z
285,8,2012-01-13T19:48:02Z
285,6,2012-01-13T20:02:55Z
290,1,2012-01-13T20:12:44Z
290,9,2012-01-13T20:14:15Z
290,6,2012-01-13T20:14:30Z
290,6,2012-01-13T20:26:01Z
293,1,2012-01-13T20:39:49Z
293,8,2012-01-13T20:48:56Z
293,6,2012-01-13T22:16:43Z
295,1,2012-01-13T22:19:41Z
295,8,2012-01-13T22:21:36Z
295,6,2012-01-13T22:30:55Z
295,6,2012-01-14T01:31:55Z
300,1,2012-01-14T01:33:19Z
300,8,2012-01-14T01:34:37Z
300,6,2012-01-14T01:34:52Z
303,1,2012-01-14T01:34:57Z
303,8,2012-01-14T01:54:17Z
303,6,2012-01-16T17:07:30Z
305,1,2012-01-16T17:34:48Z
305,8,2012-01-16T17:35:07Z
305,9,2012-01-16T17:37:03Z
305,6,2012-01-16T17:37:16Z
307,1,2012-01-16T17:37:34Z
307,8,2012-01-16T17:38:28Z
307,6,2012-01-16T17:39:50Z
309,1,2012-01-16T17:40:11Z
309,8,2012-01-16T17:41:16Z
309,6,2012-01-16T17:41:47Z
312,1,2012-01-16T17:42:08Z
312,8,2012-01-16T17:42:54Z
312,6,2012-01-16T17:53:10Z
318,1,2012-01-16T17:54:49Z
318,8,2012-01-16T18:02:23Z
318,6,2012-01-16T18:02:38Z
324,8,2012-01-16T18:06:13Z
324,6,2012-01-16T18:09:34Z
328,1,2012-01-16T18:42:17Z
328,8,2012-01-16T18:45:21Z
328,6,2012-01-16T18:46:04Z
336,1,2012-01-16T19:53:01Z
336,8,2012-01-16T19:55:42Z
336,6,2012-01-16T19:59:51Z
338,1,2012-01-16T20:20:57Z
338,8,2012-01-16T20:21:55Z
338,6,2012-01-16T20:35:37Z
339,1,2012-01-16T20:37:55Z
339,8,2012-01-16T20:37:56Z
339,9,2012-01-16T20:45:15Z
339,6,2012-01-16T20:47:05Z
340,1,2012-01-16T20:52:38Z
340,8,2012-01-16T22:07:55Z
340,9,2012-01-16T22:07:56Z
340,6,2012-01-16T22:09:31Z
344,1,2012-01-16T22:11:51Z
344,8,2012-01-16T22:11:51Z
344,6,2012-01-16T22:31:58Z
356,1,2012-01-16T22:51:44Z
356,8,2012-01-16T22:58:55Z
356,6,2012-01-16T23:05:59Z
357,1,2012-01-16T23:06:13Z
357,8,2012-01-16T23:16:46Z
357,6,2012-01-16T23:23:48Z
362,1,2012-01-16T23:39:21Z
362,8,2012-01-16T23:41:48Z
362,9,2012-01-16T23:56:25Z
362,6,2012-01-17T00:02:54Z
366,1,2012-01-17T00:04:30Z
366,8,2012-01-17T00:11:13Z
366,6,2012-01-17T00:22:32Z
371,1,2012-01-17T00:39:17Z
371,8,2012-01-17T00:54:02Z
371,6,2012-01-17T00:54:12Z
372,1,2012-01-17T01:03:00Z
372,8,2012-01-17T01:16:57Z
372,6,2012-01-17T01:17:12Z
381,1,2012-01-17T01:37:54Z
381,8,2012-01-17T01:37:55Z
381,6,2012-01-17T01:49:43Z
392,1,2012-01-17T01:54:04Z
392,6,2012-01-17T17:42:15Z
392,6,2012-01-17T18:06:22Z
394,1,2012-01-17T18:46:11Z
394,8,2012-01-17T19:24:07Z
394,6,2012-01-17T20:12:49Z
397,1,2012-01-17T20:13:09Z
397,8,2012-01-17T20:39:18Z
397,6,2012-01-17T20:39:41Z
398,1,2012-01-17T20:47:32Z
398,8,2012-01-17T20:49:33Z
398,9,2012-01-17T20:55:34Z
398,6,2012-01-17T20:59:06Z
403,1,2012-01-17T21:01:08Z
403,8,2012-01-17T22:43:42Z
403,6,2012-01-17T23:12:18Z
405,1,2012-01-17T23:20:12Z
405,8,2012-01-17T23:26:29Z
405,6,2012-01-17T23:26:29Z
405,8,2012-01-17T23:27:07Z
405,6,2012-01-17T23:28:11Z
415,1,2012-01-17T23:31:59Z
415,8,2012-01-17T23:40:21Z
415,6,2012-01-17T23:49:02Z
415,6,2012-01-18T00:46:20Z
417,1,2012-01-18T01:04:58Z
417,8,2012-01-18T17:04:57Z
417,9,2012-01-18T17:08:50Z
417,6,2012-01-18T17:12:04Z
418,1,2012-01-18T17:15:30Z
418,8,2012-01-18T17:17:49Z
418,6,2012-01-18T17:21:52Z
424,1,2012-01-18T18:01:39Z
424,8,2012-01-18T18:31:15Z
424,6,2012-01-18T18:39:21Z
424,6,2012-01-18T18:42:03Z
425,1,2012-01-18T18:45:57Z
425,8,2012-01-18T18:46:37Z
425,9,2012-01-18T19:11:05Z
425,6,2012-01-18T19:12:13Z
431,1,2012-01-18T19:12:39Z
431,8,2012-01-18T19:23:55Z
431,6,2012-01-18T19:24:06Z
434,1,2012-01-18T19:25:49Z
434,8,2012-01-18T19:28:45Z
434,6,2012-01-18T19:29:00Z
436,1,2012-01-18T20:23:37Z
436,8,2012-01-18T20:26:59Z
436,6,2012-01-18T20:27:09Z
436,6,2012-01-18T20:32:18Z
439,1,2012-01-18T20:43:06Z
439,8,2012-01-18T20:43:25Z
439,6,2012-01-18T21:10:53Z
444,1,2012-01-18T22:32:50Z
444,8,2012-01-18T22:40:33Z
444,6,2012-01-18T22:46:38Z
448,1,2012-01-18T22:46:38Z
448,8,2012-01-18T22:49:23Z
448,9,2012-01-18T22:49:32Z
448,6,2012-01-18T22:50:24Z
453,1,2012-01-18T23:12:25Z
453,8,2012-01-18T23:14:02Z
453,6,2012-01-18T23:20:19Z
453,6,2012-01-18T23:35:00Z
458,1,2012-01-18T23:35:19Z
458,8,2012-01-18T23:52:06Z
458,6,2012-01-18T23:56:56Z
461,1,2012-01-19T00:01:51Z
461,8,2012-01-19T00:03:59Z
461,9,2012-01-19T00:04:20Z
461,6,2012-01-19T00:13:24Z
462,1,2012-01-19T00:15:19Z
462,8,2012-01-19T00:15:37Z
462,4,2012-01-19T00:29:09Z
462,6,2012-01-19T00:35:14Z
466,1,2012-01-19T00:35:35Z
466,8,2012-01-19T01:03:42Z
466,6,2012-01-19T01:04:11Z
472,1,2012-01-19T01:14:50Z
472,8,2012-01-19T01:21:46Z
472,6,2012-01-19T01:24:43Z
477,1,2012-01-19T17:02:17Z
477,8,2012-01-19T17:06:35Z
477,6,2012-01-19T17:11:06Z
478,1,2012-01-19T18:23:43Z
478,1,2012-01-19T18:59:45Z
478,8,2012-01-19T19:05:08Z
478,9,2012-01-19T19:39:09Z
478,6,2012-01-19T20:18:39Z
479,1,2012-01-19T20:18:45Z
479,6,2012-01-19T20:19:00Z
482,1,2012-01-19T20:30:10Z
482,6,2012-01-19T22:21:00Z
482,6,2012-01-19T22:34:53Z
483,1,2012-01-20T00:15:13Z
483,8,2012-01-20T01:15:37Z
483,6,2012-01-20T01:16:46Z
491,1,2012-01-20T01:49:48Z
491,8,2012-01-20T01:50:10Z
491,9,2012-01-20T02:02:37Z
491,6,2012-01-20T02:02:55Z
492,1,2012-01-20T02:04:27Z
492,8,2012-01-20T17:17:51Z
492,6,2012-01-20T17:18:14Z
495,1,2012-01-20T17:22:43Z
495,8,2012-01-20T18:10:34Z
495,6,2012-01-20T18:24:58Z
497,1,2012-01-20T18:25:10Z
497,8,2012-01-20T18:47:45Z
497,6,2012-01-20T20:08:05Z
498,1,2012-01-20T20:18:12Z
498,8,2012-01-20T20:18:21Z
498,6,2012-01-20T20:34:17Z
498,6,2012-01-20T20:34:27Z
501,1,2012-01-20T20:37:43Z
501,1,2012-01-20T20:58:38Z
501,8,2012-01-20T22:59:59Z
501,6,2012-01-20T23:06:27Z
502,1,2012-01-20T23:06:37Z
502,8,2012-01-20T23:07:49Z
502,6,2012-01-20T23:08:14Z
503,1,2012-01-20T23:25:53Z
503,8,2012-01-20T23:26:12Z
503,2,2012-01-20T23:47:10Z
503,4,2012-01-21T00:39:29Z
503,6,2012-01-21T02:00:17Z
505,1,2012-01-21T02:05:24Z
505,8,2012-01-21T03:28:06Z
505,6,2012-01-23T17:06:26Z
508,1,2012-01-23T17:18:28Z
508,8,2012-01-23T17:34:55Z
508,9,2012-01-23T17:40:34Z
508,6,2012-01-23T18:23:20Z
510,1,2012-01-23T18:23:37Z
510,8,2012-01-23T19:22:19Z
510,9,2012-01-23T19:22:38Z
510,6,2012-01-23T19:24:09Z
511,1,2012-01-23T19:34:09Z
511,8,2012-01-23T19:59:21Z
511,6,2012-01-23T20:15:24Z
520,1,2012-01-23T20:31:52Z
520,8,2012-01-23T20:43:06Z
520,6,2012-01-23T20:43:23Z
520,6,2012-01-23T20:46:02Z
521,1,2012-01-23T20:59:24Z
521,8,2012-01-23T22:10:18Z
521,6,2012-01-23T22:29:16Z
526,1,2012-01-23T22:32:06Z
526,8,2012-01-23T22:42:27Z
526,9,2012-01-23T22:43:10Z
526,6,2012-01-23T22:54:06Z
528,1,2012-01-24T00:00:36Z
528,8,2012-01-24T00:13:31Z
528,6,2012-01-24T00:26:10Z
533,1,2012-01-24T00:27:05Z
533,8,2012-01-24T00:29:34Z
533,6,2012-01-24T01:00:52Z
537,1,2012-01-24T01:08:37Z
537,8,2012-01-24T01:42:37Z
537,9,2012-01-24T01:42:38Z
537,6,2012-01-24T01:48:20Z
538,1,2012-01-24T01:49:47Z
538,8,2012-01-24T17:16:57Z
538,6,2012-01-24T17:17:22Z
541,1,2012-01-24T18:27:58Z
541,8,2012-01-24T19:31:06Z
541,6,2012-01-24T20:25:45Z
544,1,2012-01-24T20:25:46Z
544,8,2012-01-24T22:07:44Z
544,6,2012-01-24T22:27:17Z
545,1,2012-01-24T22:40:05Z
545,8,2012-01-24T22:51:17Z
545,6,2012-01-24T22:51:39Z
549,1,2012-01-24T23:19:03Z
549,8,2012-01-25T00:06:42Z
549,6,2012-01-25T00:59:13Z
551,1,2012-01-25T01:01:34Z
551,8,2012-01-25T01:45:04Z
551,9,2012-01-25T16:58:57Z
551,6,2012-01-25T17:03:28Z
552,1,2012-01-25T17:22:50Z
552,8,2012-01-25T17:23:06Z
552,6,2012-01-25T17:31:08Z
556,1,2012-01-25T17:39:02Z
556,6,2012-01-25T17:39:20Z
561,1,2012-01-25T18:28:06Z
561,8,2012-01-25T19:23:13Z
561,6,2012-01-25T19:52:04Z
565,1,2012-01-25T19:56:28Z
565,8,2012-01-25T19:56:57Z
565,9,2012-01-25T19:58:06Z
565,6,2012-01-25T20:18:13Z
570,1,2012-01-25T20:46:19Z
570,8,2012-01-25T22:57:09Z
570,6,2012-01-25T23:18:19Z
573,1,2012-01-25T23:18:29Z
573,8,2012-01-25T23:19:23Z
573,9,2012-01-25T23:44:46Z
573,6,2012-01-26T00:31:37Z
581,1,2012-01-26T00:31:56Z
581,8,2012-01-26T00:44:25Z
581,9,2012-01-26T01:05:48Z
581,6,2012-01-26T01:22:05Z
583,1,2012-01-26T01:43:36Z
583,8,2012-01-26T17:48:31Z
583,6,2012-01-26T17:48:55Z
586,1,2012-01-26T18:41:03Z
586,8,2012-01-26T19:23:54Z
586,6,2012-01-26T19:25:08Z
589,1,2012-01-26T19:51:34Z
589,8,2012-01-26T19:51:43Z
589,6,2012-01-26T19:58:28Z
592,8,2012-01-26T20:12:08Z
592,6,2012-01-26T20:20:22Z
596,1,2012-01-26T20:56:27Z
596,8,2012-01-26T20:58:23Z
596,6,2012-01-26T22:07:42Z
600,1,2012-01-26T22:16:11Z
600,8,2012-01-26T22:20:09Z
600,6,2012-01-26T22:21:51Z
602,1,2012-01-26T23:29:11Z
602,8,2012-01-26T23:29:12Z
602,9,2012-01-26T23:37:16Z
602,6,2012-01-27T01:07:15Z
613,1,2012-01-27T01:15:21Z
613,8,2012-01-27T01:27:22Z
613,6,2012-01-27T01:30:04Z
614,1,2012-01-27T01:35:54Z
614,8,2012-01-27T01:36:18Z
614,6,2012-01-27T01:45:03Z
621,1,2012-01-27T01:53:54Z
621,8,2012-01-27T02:13:35Z
621,6,2012-01-27T17:03:08Z
622,1,2012-01-27T17:27:55Z
622,8,2012-01-27T17:35:02Z
622,2,2012-01-27T18:20:57Z
622,6,2012-01-27T18:24:34Z
627,1,2012-01-27T19:14:35Z
627,8,2012-01-27T19:16:12Z
627,6,2012-01-27T19:22:17Z
633,1,2012-01-27T19:22:25Z
633,8,2012-01-27T19:26:59Z
633,6,2012-01-27T21:16:34Z
634,1,2012-01-27T22:15:28Z
634,8,2012-01-27T22:45:47Z
634,6,2012-01-27T23:06:47Z
641,8,2012-01-27T23:20:58Z
641,6,2012-01-28T00:16:04Z
643,1,2012-01-28T00:25:30Z
643,8,2012-01-28T00:25:46Z
643,6,2012-01-28T00:27:23Z
644,8,2012-01-28T00:32:26Z
644,6,2012-01-28T00:35:33Z
650,1,2012-01-30T17:04:44Z
650,8,2012-01-30T17:05:01Z
650,6,2012-01-30T17:29:07Z
652,1,2012-01-30T18:02:45Z
652,8,2012-01-30T18:09:29Z
652,6,2012-01-30T18:09:57Z
653,1,2012-01-30T18:22:53Z
653,1,2012-01-30T18:28:47Z
653,6,2012-01-30T18:31:51Z
654,1,2012-01-30T20:18:17Z
654,8,2012-01-30T20:18:26Z
654,6,2012-01-30T21:03:12Z
657,1,2012-01-30T21:03:12Z
657,8,2012-01-30T22:19:30Z
657,6,2012-01-30T22:23:42Z
660,1,2012-01-30T22:58:02Z
660,8,2012-01-30T23:16:45Z
660,9,2012-01-31T00:40:16Z
660,8,2012-01-31T01:03:09Z
660,6,2012-01-31T17:12:06Z
669,1,2012-01-31T17:32:32Z
669,8,2012-01-31T17:44:19Z
669,6,2012-01-31T17:52:07Z
670,1,2012-01-31T18:02:08Z
670,8,2012-01-31T18:03:04Z
670,6,2012-01-31T18:34:24Z
674,1,2012-01-31T20:29:27Z
674,8,2012-01-31T22:39:20Z
674,9,2012-01-31T23:16:30Z
674,8,2012-02-01T00:04:47Z
674,6,2012-02-01T00:04:57Z
680,1,2012-02-01T00:58:01Z
680,8,2012-02-01T01:59:16Z
680,6,2012-02-01T02:01:00Z
681,1,2012-02-01T02:03:03Z
681,8,2012-02-01T02:04:22Z
681,6,2012-02-01T17:30:27Z
682,1,2012-02-01T20:15:21Z
682,8,2012-02-01T20:28:32Z
682,6,2012-02-01T20:36:49Z
683,1,2012-02-01T20:39:56Z
683,8,2012-02-01T20:57:24Z
683,6,2012-02-01T20:57:31Z
684,1,2012-02-01T22:17:35Z
684,8,2012-02-01T22:22:24Z
684,6,2012-02-01T23:51:22Z
686,1,2012-02-02T00:22:25Z
686,8,2012-02-02T01:19:39Z
686,6,2012-02-02T01:19:40Z
693,1,2012-02-02T18:45:25Z
693,8,2012-02-02T20:01:41Z
693,6,2012-02-02T22:43:52Z
695,1,2012-02-02T23:28:02Z
695,8,2012-02-02T23:28:13Z
695,9,2012-02-03T00:06:04Z
695,8,2012-02-03T00:06:16Z
695,6,2012-02-03T00:33:22Z
698,1,2012-02-03T00:35:29Z
698,8,2012-02-03T00:57:25Z
698,6,2012-02-03T17:24:42Z
698,6,2012-02-03T17:29:08Z
700,1,2012-02-03T17:38:06Z
700,6,2012-02-03T17:38:15Z
700,6,2012-02-03T18:48:39Z
704,1,2012-02-03T18:48:58Z
704,8,2012-02-03T19:48:08Z
704,6,2012-02-03T19:50:21Z
705,1,2012-02-03T19:54:21Z
705,6,2012-02-03T20:21:30Z
706,1,2012-02-03T20:25:26Z
706,8,2012-02-03T20:50:17Z
706,6,2012-02-03T20:51:14Z
716,1,2012-02-03T22:29:53Z
716,8,2012-02-04T01:58:01Z
716,6,2012-02-04T02:05:52Z
716,6,2012-02-06T17:29:21Z
717,1,2012-02-06T17:29:28Z
717,8,2012-02-06T17:36:59Z
717,6,2012-02-06T17:45:50Z
721,1,2012-02-06T17:49:19Z
721,8,2012-02-06T17:57:12Z
721,6,2012-02-06T17:57:43Z
722,1,2012-02-06T18:17:46Z
722,8,2012-02-06T18:20:42Z
722,6,2012-02-06T18:53:59Z
731,1,2012-02-06T19:05:28Z
731,8,2012-02-06T19:56:05Z
731,8,2012-02-06T22:24:46Z
731,6,2012-02-06T22:59:13Z
733,1,2012-02-06T23:00:19Z
733,8,2012-02-06T23:53:02Z
733,6,2012-02-07T00:06:10Z
736,1,2012-02-07T00:16:39Z
736,8,2012-02-07T00:21:24Z
736,6,2012-02-07T00:30:10Z
738,1,2012-02-07T01:00:58Z
738,1,2012-02-07T01:01:09Z
738,8,2012-02-07T01:42:18Z
738,6,2012-02-07T17:15:11Z
741,1,2012-02-07T18:31:42Z
741,8,2012-02-07T19:01:30Z
741,6,2012-02-07T19:27:05Z
743,1,2012-02-07T19:39:35Z
743,8,2012-02-07T19:39:44Z
743,6,2012-02-07T20:04:13Z
743,6,2012-02-07T20:13:39Z
745,1,2012-02-07T20:20:12Z
745,8,2012-02-07T20:20:24Z
745,6,2012-02-07T20:54:35Z
746,1,2012-02-07T22:29:09Z
746,8,2012-02-07T22:31:23Z
746,6,2012-02-08T00:06:45Z
749,1,2012-02-08T00:22:09Z
749,8,2012-02-08T00:28:54Z
749,9,2012-02-08T01:27:25Z
749,6,2012-02-08T01:27:39Z
749,6,2012-02-08T17:10:19Z
752,1,2012-02-08T17:45:15Z
752,8,2012-02-08T17:46:12Z
752,6,2012-02-08T17:50:55Z
755,1,2012-02-08T17:58:10Z
755,8,2012-02-08T18:00:58Z
755,6,2012-02-08T18:04:05Z
756,1,2012-02-08T18:04:47Z
756,8,2012-02-08T18:47:44Z
756,6,2012-02-08T18:55:05Z
760,1,2012-02-08T19:57:39Z
760,8,2012-02-08T19:58:09Z
760,6,2012-02-08T20:25:52Z
766,1,2012-02-08T20:25:59Z
766,8,2012-02-08T20:28:03Z
766,6,2012-02-08T22:07:57Z
767,1,2012-02-08T22:15:32Z
767,8,2012-02-08T22:34:11Z
767,6,2012-02-08T22:34:47Z
768,1,2012-02-08T22:35:19Z
768,8,2012-02-08T22:52:06Z
768,8,2012-02-08T23:10:26Z
768,9,2012-02-08T23:22:58Z
768,6,2012-02-08T23:25:08Z
769,1,2012-02-08T23:50:41Z
769,8,2012-02-08T23:55:58Z
769,6,2012-02-09T00:06:37Z
770,1,2012-02-09T00:20:25Z
770,8,2012-02-09T00:27:05Z
770,9,2012-02-09T00:35:36Z
770,6,2012-02-09T00:37:34Z
772,1,2012-02-09T01:01:24Z
772,8,2012-02-09T01:18:27Z
772,6,2012-02-09T01:24:27Z
773,1,2012-02-09T02:00:48Z
773,8,2012-02-09T02:02:55Z
773,6,2012-02-09T17:12:55Z
776,1,2012-02-09T17:14:00Z
776,8,2012-02-09T17:15:34Z
776,6,2012-02-09T17:21:39Z
777,1,2012-02-09T17:39:32Z
777,1,2012-02-09T17:39:32Z
777,6,2012-02-09T18:10:23Z
783,1,2012-02-09T19:04:23Z
783,8,2012-02-09T19:12:32Z
783,6,2012-02-09T20:44:03Z
785,1,2012-02-09T20:44:04Z
785,8,2012-02-09T21:02:21Z
785,6,2012-02-09T22:16:45Z
787,1,2012-02-09T22:16:53Z
787,8,2012-02-09T22:28:05Z
787,6,2012-02-09T23:14:35Z
788,1,2012-02-09T23:15:26Z
788,8,2012-02-10T00:34:59Z
788,9,2012-02-10T00:35:56Z
788,6,2012-02-10T01:05:00Z
790,1,2012-02-10T01:07:29Z
790,8,2012-02-10T01:19:34Z
790,9,2012-02-10T01:30:42Z
790,6,2012-02-10T01:30:50Z
794,1,2012-02-10T01:39:09Z
794,8,2012-02-10T01:39:28Z
794,6,2012-02-10T01:46:15Z
795,1,2012-02-10T01:46:16Z
795,8,2012-02-10T01:54:54Z
795,6,2012-02-10T01:55:04Z
795,6,2012-02-10T02:05:23Z
796,1,2012-02-10T17:17:49Z
796,8,2012-02-10T17:59:22Z
796,9,2012-02-10T17:59:55Z
796,6,2012-02-10T18:51:02Z
799,1,2012-02-10T18:55:04Z
799,8,2012-02-10T19:01:32Z
799,9,2012-02-10T19:20:55Z
799,6,2012-02-10T19:21:47Z
806,1,2012-02-10T19:28:30Z
806,8,2012-02-10T19:54:06Z
806,9,2012-02-10T21:06:35Z
806,6,2012-02-10T23:01:52Z
813,1,2012-02-10T23:18:02Z
813,8,2012-02-10T23:19:12Z
813,6,2012-02-10T23:32:25Z
817,1,2012-02-10T23:33:04Z
817,8,2012-02-10T23:44:10Z
817,9,2012-02-10T23:47:22Z
817,8,2012-02-10T23:47:30Z
817,9,2012-02-10T23:52:23Z
