case,activity,time
Case 18,Turning & Milling Q.C.,2012-01-22T09:00:00Z
Case 18,Turning & Milling - Machine 5,2012-01-22T09:08:00Z
Case 18,Turning & Milling - Machine 5,2012-01-22T09:28:00Z
Case 18,Turning & Milling - Machine 4,2012-01-22T11:46:00Z
Case 18,Turning & Milling Q.C.,2012-01-22T13:20:00Z
Case 18,Turning & Milling - Machine 5,2012-01-22T15:53:00Z
Case 18,Turning & Milling - Machine 4,2012-01-22T15:56:00Z
Case 18,Turning & Milling - Machine 5,2012-01-22T20:09:00Z
Case 18,Turning & Milling - Machine 4,2012-01-22T20:10:00Z
Case 18,Turning & Milling - Machine 4,2012-01-23T06:57:00Z
Case 18,Laser Marking - Machine 7,2012-01-23T10:06:00Z
Case 18,Turning & Milling Q.C.,2012-01-23T13:20:00Z
Case 18,Turning & Milling - Machine 4,2012-01-23T16:09:00Z
Case 18,Turning & Milling - Machine 4,2012-01-23T20:18:00Z
Case 18,Laser Marking - Machine 7,2012-01-24T00:00:00Z
Case 18,Laser Marking - Machine 7,2012-01-24T00:00:00Z
Case 18,Laser Marking - Machine 7,2012-01-24T00:00:00Z
Case 18,Turning & Milling Q.C.,2012-01-24T07:00:00Z
Case 18,Turning & Milling - Machine 4,2012-01-24T07:00:00Z
Case 18,Turning & Milling Q.C.,2012-01-24T09:00:00Z
Case 18,Turning & Milling - Machine 4,2012-01-24T10:51:00Z
Case 18,Turning & Milling Q.C.,2012-01-24T13:20:00Z
Case 18,Turning & Milling - Machine 4,2012-01-24T14:25:00Z
Case 18,Turning & Milling - Machine 4,2012-01-24T14:48:00Z
Case 18,Turning & Milling Q.C.,2012-01-24T15:00:00Z
Case 18,Turning & Milling - Machine 4,2012-01-24T23:54:00Z
Case 18,Turning & Milling - Machine 4,2012-01-25T07:03:00Z
Case 18,Laser Marking - Machine 7,2012-01-25T14:49:00Z
Case 18,Laser Marking - Machine 7,2012-01-25T15:21:00Z
Case 18,Turning & Milling - Machine 4,2012-01-25T16:00:00Z
Case 18,Turning & Milling - Machine 4,2012-01-25T20:24:00Z
Case 18,Turning & Milling - Machine 4,2012-01-26T06:44:00Z
Case 18,Turning & Milling Q.C.,2012-01-26T10:00:00Z
Case 18,Turning & Milling Q.C.,2012-01-26T13:20:00Z
Case 18,Turning & Milling - Machine 4,2012-01-26T15:38:00Z
Case 18,Turning & Milling - Machine 5,2012-01-26T16:37:00Z
Case 18,Turning & Milling - Machine 5,2012-01-26T16:39:00Z
Case 18,Turning & Milling - Machine 5,2012-01-27T01:44:00Z
Case 18,Turning & Milling - Machine 4,2012-01-27T01:45:00Z
Case 18,Turning & Milling Q.C.,2012-01-27T09:00:00Z
Case 18,Laser Marking - Machine 7,2012-01-29T10:43:00Z
Case 18,Turning & Milling Q.C.,2012-01-29T13:20:00Z
Case 18,Turning & Milling - Machine 5,2012-01-30T07:33:00Z
Case 18,Turning & Milling - Machine 4,2012-01-30T07:37:00Z
Case 18,Laser Marking - Machine 7,2012-01-30T08:28:00Z
Case 18,Laser Marking - Machine 7,2012-01-30T16:57:00Z
Case 18,Turning & Milling Q.C.,2012-01-31T07:00:00Z
Case 18,Turning & Milling Q.C.,2012-02-01T07:00:00Z
Case 18,Turning & Milling - Machine 5,2012-02-01T07:30:00Z
Case 18,Turning & Milling Q.C.,2012-02-01T07:30:00Z
Case 18,Turning & Milling Q.C.,2012-02-13T10:30:00Z
Case 18,Lapping - Machine 1,2012-02-15T16:43:00Z
Case 18,Round Grinding - Machine 2,2012-02-16T07:59:00Z
Case 18,Lapping - Machine 1,2012-02-16T13:38:00Z
Case 18,Lapping - Machine 1,2012-02-19T08:21:00Z
Case 18,Lapping - Machine 1,2012-02-22T09:29:00Z
Case 18,Round Grinding - Machine 2,2012-02-23T00:27:00Z
Case 18,Round Grinding - Machine 2,2012-02-23T06:56:00Z
Case 18,Lapping - Machine 1,2012-02-23T07:38:00Z
Case 18,Lapping - Machine 1,2012-02-23T09:09:00Z
Case 18,Round Grinding - Machine 2,2012-02-24T00:33:00Z
Case 18,Round Grinding - Machine 2,2012-02-24T06:59:00Z
Case 18,Round Grinding - Machine 2,2012-02-25T22:05:00Z
Case 18,Round Grinding - Machine 2,2012-02-26T09:28:00Z
Case 18,Final Inspection Q.C.,2012-02-26T12:00:00Z
Case 18,Final Inspection Q.C.,2012-02-26T13:20:00Z
Case 18,Round Grinding - Machine 2,2012-02-26T20:25:00Z
Case 18,Round Grinding - Machine 2,2012-02-27T03:40:00Z
Case 18,Round Grinding - Machine 2,2012-02-27T06:50:00Z
Case 18,Final Inspection Q.C.,2012-02-27T07:00:00Z
Case 18,Final Inspection Q.C.,2012-02-27T10:00:00Z
Case 18,Round Grinding - Machine 2,2012-02-27T13:35:00Z
Case 18,Packing,2012-02-28T00:00:00Z
Case 18,Final Inspection Q.C.,2012-02-28T07:00:00Z
Case 18,Final Inspection Q.C.,2012-02-28T09:00:00Z
Case 18,Lapping - Machine 1,2012-02-28T12:28:00Z
Case 18,Final Inspection Q.C.,2012-02-28T13:20:00Z
Case 18,Round Grinding - Machine 2,2012-02-28T13:48:00Z
Case 18,Lapping - Machine 1,2012-02-28T14:11:00Z
Case 18,Turning & Milling - Machine 5,2012-02-28T16:40:00Z
Case 18,Round Grinding - Machine 2,2012-02-28T16:41:00Z
Case 18,Round Grinding - Machine 2,2012-02-28T20:20:00Z
Case 18,Packing,2012-02-29T00:00:00Z
Case 18,Lapping - Machine 1,2012-02-29T00:00:00Z
Case 18,Round Grinding - Machine 2,2012-02-29T01:28:00Z
Case 18,Final Inspection Q.C.,2012-02-29T07:00:00Z
Case 18,Round Grinding - Machine 2,2012-02-29T09:14:00Z
Case 18,Final Inspection Q.C.,2012-02-29T10:00:00Z
Case 18,Final Inspection Q.C.,2012-02-29T13:20:00Z
Case 18,Final Inspection Q.C.,2012-02-29T14:20:00Z
Case 18,Final Inspection Q.C.,2012-02-29T15:00:00Z
Case 18,Final Inspection Q.C.,2012-02-29T15:45:00Z
Case 18,Lapping - Machine 1,2012-02-29T16:04:00Z
Case 18,Round Grinding - Machine 2,2012-02-29T20:37:00Z
Case 18,Lapping - Machine 1,2012-03-01T00:00:00Z
Case 18,Lapping - Machine 1,2012-03-01T00:00:00Z
Case 18,Round Grinding - Machine 2,2012-03-01T04:20:00Z
Case 18,Round Grinding - Machine 2,2012-03-01T07:02:00Z
Case 18,Lapping - Machine 1,2012-03-01T09:24:00Z
Case 18,Final Inspection Q.C.,2012-03-01T13:20:00Z
Case 18,Round Grinding - Machine 2,2012-03-01T20:51:00Z
Case 18,Packing,2012-03-02T00:00:00Z
Case 18,Lapping - Machine 1,2012-03-02T00:00:00Z
Case 18,Lapping - Machine 1,2012-03-02T11:15:00Z
Case 18,Round Grinding - Machine 2,2012-03-03T22:12:00Z
Case 18,Final Inspection Q.C.,2012-03-04T07:00:00Z
Case 18,Lapping - Machine 1,2012-03-04T08:23:00Z
Case 18,Round Grinding - Machine 2,2012-03-04T10:28:00Z
Case 18,Final Inspection Q.C.,2012-03-04T14:20:00Z
Case 18,Grinding Rework - Machine 27,2012-03-04T16:56:00Z
Case 18,Lapping - Machine 1,2012-03-04T17:43:00Z
Case 18,Round Grinding - Machine 2,2012-03-04T20:09:00Z
Case 18,Lapping - Machine 1,2012-03-05T00:00:00Z
Case 18,Laser Marking - Machine 7,2012-03-05T00:00:00Z
Case 18,Final Inspection Q.C.,2012-03-05T07:00:00Z
Case 18,Grinding Rework - Machine 27,2012-03-05T07:01:00Z
Case 18,Round Grinding - Machine 2,2012-03-05T07:17:00Z
Case 18,Lapping - Machine 1,2012-03-05T08:11:00Z
Case 18,Final Inspection Q.C.,2012-03-05T09:00:00Z
Case 18,Lapping - Machine 1,2012-03-05T13:22:00Z
Case 18,Final Inspection Q.C.,2012-03-05T14:50:00Z
Case 18,Lapping - Machine 1,2012-03-05T15:57:00Z
Case 18,Round Grinding - Machine 2,2012-03-05T20:10:00Z
Case 18,Round Grinding - Machine 2,2012-03-05T22:54:00Z
Case 18,Round Grinding - Machine 2,2012-03-06T04:24:00Z
Case 18,Round Grinding - Machine 2,2012-03-06T06:20:00Z
Case 18,Round Grinding - Machine 2,2012-03-06T15:50:00Z
Case 18,Round Grinding - Machine 2,2012-03-06T20:10:00Z
Case 18,Round Grinding - Machine 2,2012-03-07T06:58:00Z
Case 18,Round Grinding - Machine 2,2012-03-07T20:10:00Z
Case 18,Round Grinding - Machine 2,2012-03-07T23:08:00Z
Case 18,Grinding Rework - Machine 27,2012-03-12T17:30:00Z
Case 18,Final Inspection Q.C.,2012-03-18T13:20:00Z
Case 18,Grinding Rework - Machine 27,2012-03-18T16:02:00Z
Case 18,Final Inspection Q.C.,2012-03-19T07:00:00Z
Case 18,Packing,2012-03-20T00:00:00Z
Case 18,Final Inspection Q.C.,2012-03-20T10:15:00Z
Case 18,Packing,2012-03-21T00:00:00Z
Case 18,Final Inspection Q.C.,2012-03-21T15:00:00Z
Case 18,Final Inspection Q.C.,2012-03-22T07:30:00Z
Case 18,Final Inspection Q.C.,2012-03-22T09:00:00Z
Case 18,Final Inspection Q.C.,2012-03-22T13:20:00Z
Case 18,Final Inspection Q.C.,2012-03-23T07:00:00Z
Case 18,Final Inspection Q.C.,2012-03-23T09:00:00Z
Case 18,Final Inspection Q.C.,2012-03-25T09:00:00Z
Case 18,Final Inspection Q.C.,2012-03-25T13:20:00Z
Case 18,Grinding Rework - Machine 27,2012-03-25T21:56:00Z
Case 18,Grinding Rework - Machine 27,2012-03-26T18:06:00Z
Case 18,Grinding Rework - Machine 27,2012-03-26T19:45:00Z
Case 18,Final Inspection Q.C.,2012-03-27T09:00:00Z
Case 18,Grinding Rework - Machine 27,2012-03-27T10:25:00Z
Case 18,Grinding Rework - Machine 12,2012-03-27T14:20:00Z
Case 18,Packing,2012-03-28T00:00:00Z
Case 18,Final Inspection Q.C.,2012-03-29T17:00:00Z
Case 18,Packing,2012-03-30T00:00:00Z
Case 18,Final Inspection Q.C.,2012-03-30T08:00:00Z
Case 185,Turning & Milling - Machine 10,2012-01-03T00:00:00Z
Case 185,Grinding Rework - Machine 27,2012-01-04T16:59:00Z
Case 185,Packing,2012-01-05T00:00:00Z
Case 185,Packing,2012-01-05T00:00:00Z
Case 185,Final Inspection Q.C.,2012-01-05T09:30:00Z
Case 185,Turning & Milling Q.C.,2012-01-05T11:30:00Z
Case 185,Turning & Milling Q.C.,2012-01-08T09:00:00Z
Case 185,Laser Marking - Machine 7,2012-01-08T12:40:00Z
Case 185,Lapping - Machine 1,2012-01-26T08:00:00Z
Case 185,Final Inspection Q.C.,2012-01-30T11:00:00Z
Case 185,Final Inspection Q.C.,2012-03-25T10:15:00Z
Case 185,Lapping - Machine 1,2012-03-25T14:47:00Z
Case 185,Round Grinding - Machine 2,2012-03-26T04:20:00Z
Case 185,Round Grinding - Machine 2,2012-03-26T07:04:00Z
Case 185,Round Grinding - Machine 2,2012-03-26T09:34:00Z
Case 185,Round Grinding - Machine 2,2012-03-26T11:29:00Z
Case 185,Round Grinding - Machine 2,2012-03-26T14:16:00Z
Case 185,Final Inspection Q.C.,2012-03-28T09:00:00Z
Case 185,Final Inspection Q.C.,2012-03-29T12:00:00Z
Case 185,Packing,2012-03-30T00:00:00Z
Case 185,Final Inspection Q.C.,2012-03-30T08:00:00Z
Case 187,Lapping - Machine 1,2012-01-02T07:00:00Z
Case 187,Round Grinding - Machine 3,2012-01-10T13:25:00Z
Case 187,Round Grinding - Machine 3,2012-01-10T17:44:00Z
Case 187,Round Grinding - Machine 3,2012-01-10T20:05:00Z
Case 187,Round Grinding - Machine 3,2012-01-11T06:57:00Z
Case 187,Round Grinding - Machine 3,2012-01-11T15:54:00Z
Case 187,Round Grinding - Machine 3,2012-01-11T20:00:00Z
Case 187,Round Grinding - Machine 3,2012-01-12T06:59:00Z
Case 187,Round Grinding - Machine 3,2012-01-12T16:04:00Z
Case 187,Round Grinding - Machine 3,2012-01-13T00:21:00Z
Case 187,Round Grinding - Machine 3,2012-01-15T12:21:00Z
Case 187,Lapping - Machine 1,2012-01-15T15:14:00Z
Case 187,Round Grinding - Machine 3,2012-01-15T16:19:00Z
Case 187,Round Grinding - Machine 3,2012-01-15T23:33:00Z
Case 187,Round Grinding - Machine 3,2012-01-16T19:28:00Z
Case 187,Round Grinding - Machine 3,2012-01-16T21:21:00Z
Case 187,Final Inspection Q.C.,2012-01-19T10:11:00Z
Case 187,Final Inspection Q.C.,2012-01-22T10:14:00Z
Case 187,Final Inspection Q.C.,2012-01-23T10:05:00Z
Case 187,Final Inspection Q.C.,2012-01-24T09:51:00Z
Case 187,Packing,2012-01-25T00:00:00Z
Case 187,Final Inspection Q.C.,2012-01-25T10:01:00Z
Case 187,Final Inspection Q.C.,2012-01-27T06:49:00Z
Case 187,Round Grinding - Machine 3,2012-01-29T00:00:00Z
Case 187,Final Inspection Q.C.,2012-01-29T06:50:00Z
Case 187,Final Inspection Q.C.,2012-01-29T07:05:00Z
Case 187,Final Inspection Q.C.,2012-01-29T09:35:00Z
Case 187,Final Inspection Q.C.,2012-01-29T10:24:00Z
Case 187,Final Inspection Q.C.,2012-01-29T13:42:00Z
Case 187,Packing,2012-01-30T00:00:00Z
Case 187,Packing,2012-01-31T00:00:00Z
Case 187,Packing,2012-02-09T00:00:00Z
Case 187,Final Inspection Q.C.,2012-02-09T06:50:00Z
Case 187,Laser Marking - Machine 7,2012-02-27T00:00:00Z
Case 19,Turning & Milling - Machine 5,2012-01-30T10:59:00Z
Case 19,Turning & Milling Q.C.,2012-01-30T17:00:00Z
Case 19,Turning & Milling - Machine 4,2012-01-30T19:50:00Z
Case 19,Turning & Milling Q.C.,2012-01-31T14:50:00Z
Case 19,Laser Marking - Machine 7,2012-02-01T08:27:00Z
Case 19,Lapping - Machine 1,2012-02-20T00:00:00Z
Case 19,Lapping - Machine 1,2012-02-20T15:21:00Z
Case 19,Round Grinding - Machine 3,2012-02-21T11:30:00Z
Case 19,Round Grinding - Machine 3,2012-02-21T16:22:00Z
Case 19,Round Grinding - Machine 3,2012-02-21T20:10:00Z
Case 19,Round  Q.C.,2012-02-22T17:49:00Z
Case 19,Packing,2012-02-23T00:00:00Z
Case 19,Packing,2012-02-23T00:00:00Z
Case 19,Round  Q.C.,2012-02-23T08:36:00Z
Case 19,Final Inspection Q.C.,2012-02-23T09:37:00Z
Case 196,Turning & Milling Q.C.,2012-01-17T13:20:00Z
Case 196,Grinding Rework - Machine 27,2012-02-19T12:12:00Z
Case 196,Final Inspection Q.C.,2012-02-19T15:15:00Z
Case 196,Packing,2012-02-21T00:00:00Z
Case 198,Turning & Milling - Machine 5,2012-01-09T13:29:00Z
Case 198,Turning & Milling - Machine 5,2012-01-09T20:00:00Z
Case 198,Turning & Milling - Machine 5,2012-01-10T01:00:00Z
Case 198,Turning & Milling Q.C.,2012-01-10T07:00:00Z
Case 198,Turning & Milling - Machine 5,2012-01-10T07:08:00Z
Case 198,Turning & Milling - Machine 5,2012-01-10T14:05:00Z
Case 198,Turning & Milling - Machine 5,2012-01-10T16:05:00Z
Case 198,Turning & Milling - Machine 5,2012-01-10T18:07:00Z
Case 198,Turning & Milling - Machine 5,2012-01-11T06:56:00Z
Case 198,Turning & Milling Q.C.,2012-01-12T07:00:00Z
Case 198,Laser Marking - Machine 7,2012-01-12T13:35:00Z
Case 198,Turning Rework - Machine 21,2012-01-26T09:00:00Z
Case 198,Turning & Milling Q.C.,2012-01-27T10:11:00Z
Case 198,Lapping - Machine 1,2012-03-05T23:00:00Z
Case 198,Lapping - Machine 1,2012-03-06T12:07:00Z
Case 198,Lapping - Machine 1,2012-03-07T00:00:00Z
Case 198,Lapping - Machine 1,2012-03-07T16:25:00Z
Case 198,Lapping - Machine 1,2012-03-08T00:00:00Z
Case 198,Lapping - Machine 1,2012-03-08T08:22:00Z
Case 198,Laser Marking - Machine 7,2012-03-08T08:22:00Z
Case 198,Round Grinding - Machine 2,2012-03-08T15:13:00Z
Case 198,Round Grinding - Machine 2,2012-03-08T18:11:00Z
