case,activity,time
Case 103,Turning & Milling - Machine 8,2012-01-04T13:20:00Z
Case 103,Turning & Milling Q.C.,2012-01-04T14:00:00Z
Case 103,Turning & Milling - Machine 8,2012-01-04T14:15:00Z
Case 103,Turning & Milling - Machine 8,2012-01-04T14:30:00Z
Case 103,Turning & Milling - Machine 8,2012-01-04T15:26:00Z
Case 103,Turning & Milling - Machine 8,2012-01-04T15:27:00Z
Case 103,Turning & Milling Q.C.,2012-01-04T15:41:00Z
Case 103,Laser Marking - Machine 7,2012-01-04T15:44:00Z
Case 103,Flat Grinding - Machine 11,2012-01-04T15:58:00Z
Case 103,Final Inspection Q.C.,2012-01-04T16:14:00Z
Case 103,Final Inspection Q.C.,2012-01-04T16:59:00Z
Case 103,Final Inspection Q.C.,2012-01-04T17:10:00Z
Case 103,Packing,2012-01-04T19:54:00Z
Case 104,Turning & Milling - Machine 5,2012-01-04T20:07:00Z
Case 104,Turning & Milling - Machine 5,2012-01-04T20:08:00Z
Case 104,Turning & Milling - Machine 5,2012-01-04T20:19:00Z
Case 104,Turning & Milling Q.C.,2012-01-04T21:25:00Z
Case 104,Turning & Milling Q.C.,2012-01-04T22:37:00Z
Case 104,Laser Marking - Machine 7,2012-01-05T00:00:00Z
Case 105,Turning & Milling - Machine 4,2012-01-05T00:00:00Z
Case 105,Turning & Milling - Machine 4,2012-01-05T00:00:00Z
Case 106,Turning & Milling - Machine 8,2012-01-05T00:00:00Z
Case 106,Turning & Milling - Machine 8,2012-01-05T00:00:00Z
Case 106,Turning & Milling Q.C.,2012-01-05T00:00:00Z
Case 106,Laser Marking - Machine 7,2012-01-05T00:49:00Z
Case 106,Flat Grinding - Machine 11,2012-01-05T06:48:00Z
Case 106,Final Inspection Q.C.,2012-01-05T06:52:00Z
Case 106,Packing,2012-01-05T06:54:00Z
Case 106,Final Inspection Q.C.,2012-01-05T06:57:00Z
Case 107,Turning & Milling - Machine 10,2012-01-05T07:00:00Z
Case 108,Turning & Milling - Machine 4,2012-01-05T07:00:00Z
Case 108,Turning & Milling - Machine 4,2012-01-05T07:00:00Z
Case 108,Turning & Milling Q.C.,2012-01-05T07:06:00Z
Case 108,Turning & Milling - Machine 4,2012-01-05T07:34:00Z
Case 108,Turning & Milling Q.C.,2012-01-05T08:00:00Z
Case 108,Laser Marking - Machine 7,2012-01-05T08:00:00Z
Case 108,Flat Grinding - Machine 11,2012-01-05T08:05:00Z
Case 108,Flat Grinding - Machine 11,2012-01-05T08:16:00Z
Case 108,Lapping - Machine 1,2012-01-05T08:30:00Z
Case 108,Lapping - Machine 1,2012-01-05T09:30:00Z
Case 108,Round Grinding - Machine 3,2012-01-05T09:53:00Z
Case 108,Round Grinding - Machine 3,2012-01-05T10:10:00Z
Case 108,Round Grinding - Machine 3,2012-01-05T10:12:00Z
Case 108,Round Grinding - Machine 3,2012-01-05T10:30:00Z
Case 108,Final Inspection Q.C.,2012-01-05T11:20:00Z
Case 108,Packing,2012-01-05T11:23:00Z
Case 108,Final Inspection Q.C.,2012-01-05T11:30:00Z
Case 109,Turning & Milling - Machine 4,2012-01-05T11:46:00Z
Case 109,Turning & Milling - Machine 4,2012-01-05T12:14:00Z
Case 109,Turning & Milling Q.C.,2012-01-05T12:28:00Z
Case 109,Turning & Milling - Machine 4,2012-01-05T13:53:00Z
Case 109,Turning & Milling - Machine 4,2012-01-05T13:58:00Z
Case 109,Turning & Milling - Machine 4,2012-01-05T14:00:00Z
Case 109,Turning & Milling Q.C.,2012-01-05T14:22:00Z
Case 109,Turning & Milling Q.C.,2012-01-05T15:09:00Z
Case 109,Laser Marking - Machine 7,2012-01-05T15:22:00Z
Case 109,Round Grinding - Machine 2,2012-01-05T16:00:00Z
Case 109,Round Grinding - Machine 2,2012-01-05T16:03:00Z
Case 109,Round Grinding - Machine 2,2012-01-05T16:28:00Z
Case 109,Round Grinding - Machine 2,2012-01-05T17:00:00Z
Case 109,Round Grinding - Machine 2,2012-01-05T17:00:00Z
Case 109,Final Inspection Q.C.,2012-01-05T17:07:00Z
Case 109,Packing,2012-01-05T17:39:00Z
Case 11,Turning & Milling - Machine 10,2012-01-05T18:30:00Z
Case 11,Turning & Milling - Machine 10,2012-01-05T19:51:00Z
Case 11,Turning & Milling Q.C.,2012-01-05T20:21:00Z
Case 11,Turning & Milling - Machine 10,2012-01-05T20:22:00Z
Case 11,Turning & Milling - Machine 10,2012-01-05T20:51:00Z
Case 11,Turning & Milling - Machine 10,2012-01-05T20:52:00Z
Case 11,Turning & Milling - Machine 10,2012-01-05T20:53:00Z
Case 11,Turning & Milling Q.C.,2012-01-06T00:00:00Z
Case 11,Turning & Milling - Machine 10,2012-01-06T00:00:00Z
Case 11,Turning & Milling - Machine 10,2012-01-06T00:00:00Z
Case 11,Turning & Milling - Machine 10,2012-01-06T00:03:00Z
Case 11,Turning & Milling Q.C.,2012-01-06T01:13:00Z
Case 11,Turning & Milling - Machine 9,2012-01-06T01:15:00Z
Case 11,Turning & Milling - Machine 10,2012-01-06T06:50:00Z
Case 11,Turning & Milling - Machine 10,2012-01-06T06:51:00Z
Case 11,Laser Marking - Machine 7,2012-01-06T07:00:00Z
Case 11,Turning & Milling Q.C.,2012-01-06T07:00:00Z
Case 11,Laser Marking - Machine 7,2012-01-06T07:00:00Z
Case 11,Packing,2012-01-06T07:01:00Z
Case 11,Final Inspection Q.C.,2012-01-06T07:11:00Z
Case 11,Turning & Milling Q.C.,2012-01-06T07:21:00Z
Case 110,Turning & Milling - Machine 6,2012-01-06T07:34:00Z
Case 110,Turning & Milling - Machine 6,2012-01-06T07:39:00Z
Case 110,Turning & Milling Q.C.,2012-01-06T08:01:00Z
Case 110,Turning & Milling - Machine 6,2012-01-06T08:09:00Z
Case 110,Turning & Milling - Machine 6,2012-01-06T09:45:00Z
Case 110,Turning & Milling - Machine 6,2012-01-06T09:47:00Z
Case 110,Turning & Milling - Machine 6,2012-01-06T10:04:00Z
Case 110,Turning & Milling - Machine 6,2012-01-06T10:24:00Z
Case 110,Turning & Milling Q.C.,2012-01-06T11:56:00Z
Case 110,Turning & Milling Q.C.,2012-01-06T12:26:00Z
Case 110,Turning & Milling - Machine 6,2012-01-06T12:38:00Z
Case 110,Turning & Milling - Machine 6,2012-01-06T12:40:00Z
Case 110,Turning & Milling - Machine 6,2012-01-06T13:00:00Z
Case 110,Turning & Milling - Machine 6,2012-01-06T13:00:00Z
Case 110,Turning & Milling - Machine 6,2012-01-07T07:00:00Z
Case 110,Turning & Milling - Machine 6,2012-01-07T07:00:00Z
Case 110,Turning & Milling Q.C.,2012-01-07T21:57:00Z
Case 110,Turning & Milling - Machine 6,2012-01-07T23:36:00Z
Case 110,Turning & Milling - Machine 6,2012-01-07T23:37:00Z
Case 110,Turning & Milling - Machine 6,2012-01-08T00:00:00Z
Case 110,Turning & Milling - Machine 6,2012-01-08T03:13:00Z
Case 110,Turning & Milling Q.C.,2012-01-08T05:59:00Z
Case 110,Turning & Milling Q.C.,2012-01-08T06:43:00Z
Case 110,Turning & Milling - Machine 6,2012-01-08T06:49:00Z
Case 110,Turning & Milling Q.C.,2012-01-08T06:50:00Z
Case 110,Turning & Milling Q.C.,2012-01-08T07:00:00Z
Case 110,Turning & Milling Q.C.,2012-01-08T07:00:00Z
Case 110,Turning & Milling - Machine 6,2012-01-08T07:00:00Z
Case 110,Turning & Milling Q.C.,2012-01-08T07:06:00Z
Case 110,Turning & Milling - Machine 6,2012-01-08T07:30:00Z
Case 110,Turning & Milling - Machine 6,2012-01-08T07:50:00Z
Case 110,Turning & Milling - Machine 6,2012-01-08T08:30:00Z
Case 110,Laser Marking - Machine 7,2012-01-08T09:00:00Z
Case 110,Flat Grinding - Machine 11,2012-01-08T09:00:00Z
Case 110,Laser Marking - Machine 7,2012-01-08T09:00:00Z
Case 110,Turning & Milling Q.C.,2012-01-08T09:03:00Z
Case 110,Flat Grinding - Machine 11,2012-01-08T09:03:00Z
Case 110,Lapping - Machine 1,2012-01-08T09:08:00Z
Case 110,Turning & Milling Q.C.,2012-01-08T09:12:00Z
Case 110,Turning & Milling Q.C.,2012-01-08T09:13:00Z
Case 110,Turning & Milling - Machine 6,2012-01-08T10:00:00Z
Case 110,Turning & Milling Q.C.,2012-01-08T10:02:00Z
Case 110,Turning & Milling - Machine 6,2012-01-08T10:12:00Z
Case 110,Lapping - Machine 1,2012-01-08T10:35:00Z
Case 110,Lapping - Machine 1,2012-01-08T11:36:00Z
Case 110,Flat Grinding - Machine 11,2012-01-08T12:10:00Z
Case 110,Turning & Milling - Machine 6,2012-01-08T12:17:00Z
Case 110,Lapping - Machine 1,2012-01-08T12:20:00Z
Case 110,Turning & Milling Q.C.,2012-01-08T12:40:00Z
Case 110,Turning & Milling - Machine 6,2012-01-08T12:47:00Z
Case 110,Lapping - Machine 1,2012-01-08T13:20:00Z
Case 110,Turning & Milling - Machine 6,2012-01-08T13:20:00Z
Case 110,Turning & Milling - Machine 6,2012-01-08T13:21:00Z
Case 110,Turning & Milling - Machine 6,2012-01-08T13:37:00Z
Case 110,Lapping - Machine 1,2012-01-08T13:40:00Z
Case 110,Laser Marking - Machine 7,2012-01-08T14:00:00Z
Case 110,Lapping - Machine 1,2012-01-08T14:04:00Z
Case 110,Turning & Milling Q.C.,2012-01-08T14:20:00Z
Case 110,Round Grinding - Machine 3,2012-01-08T14:21:00Z
Case 110,Round Grinding - Machine 3,2012-01-08T14:39:00Z
Case 110,Round Grinding - Machine 3,2012-01-08T14:40:00Z
Case 110,Round Grinding - Machine 3,2012-01-08T14:44:00Z
Case 110,Packing,2012-01-08T15:02:00Z
Case 110,Packing,2012-01-08T15:04:00Z
Case 110,Round Grinding - Machine 3,2012-01-08T15:09:00Z
Case 110,Round Grinding - Machine 3,2012-01-08T15:45:00Z
Case 110,Flat Grinding - Machine 11,2012-01-08T15:55:00Z
Case 110,Lapping - Machine 1,2012-01-08T15:59:00Z
Case 110,Final Inspection Q.C.,2012-01-08T16:00:00Z
Case 110,Round Grinding - Machine 3,2012-01-08T16:20:00Z
Case 110,Round Grinding - Machine 3,2012-01-08T16:23:00Z
Case 110,Packing,2012-01-08T16:49:00Z
Case 110,Final Inspection Q.C.,2012-01-08T16:49:00Z
Case 111,Turning - Machine 4,2012-01-08T16:50:00Z
Case 111,Turning - Machine 4,2012-01-08T17:52:00Z
Case 111,Turning - Machine 4,2012-01-08T18:11:00Z
Case 111,Turning - Machine 4,2012-01-08T19:14:00Z
Case 111,Turning - Machine 4,2012-01-08T19:42:00Z
Case 111,Turning - Machine 4,2012-01-08T20:00:00Z
Case 111,Turning Q.C.,2012-01-08T20:00:00Z
Case 111,Turning & Milling - Machine 4,2012-01-08T20:06:00Z
Case 111,Turning & Milling - Machine 4,2012-01-08T20:15:00Z
Case 111,Turning & Milling - Machine 4,2012-01-08T20:18:00Z
Case 111,Turning - Machine 4,2012-01-08T21:14:00Z
Case 111,Turning - Machine 4,2012-01-08T22:21:00Z
Case 111,Turning & Milling - Machine 4,2012-01-09T00:00:00Z
Case 111,Turning & Milling - Machine 4,2012-01-09T00:00:00Z
Case 111,Turning & Milling - Machine 4,2012-01-09T00:00:00Z
Case 111,Turning & Milling - Machine 4,2012-01-09T00:00:00Z
Case 111,Turning & Milling Q.C.,2012-01-09T00:00:00Z
Case 111,Laser Marking - Machine 7,2012-01-09T00:00:00Z
Case 111,Laser Marking - Machine 7,2012-01-09T00:00:00Z
Case 111,Turning & Milling - Machine 4,2012-01-09T00:30:00Z
Case 111,Turning & Milling Q.C.,2012-01-09T02:20:00Z
Case 111,Turning & Milling Q.C.,2012-01-09T02:21:00Z
Case 111,Turning & Milling - Machine 4,2012-01-09T04:00:00Z
Case 111,Laser Marking - Machine 7,2012-01-09T05:49:00Z
Case 112,Turning & Milling - Machine 9,2012-01-09T06:49:00Z
Case 112,Turning & Milling - Machine 9,2012-01-09T06:50:00Z
Case 112,Turning & Milling - Machine 9,2012-01-09T06:54:00Z
Case 112,Turning & Milling Q.C.,2012-01-09T06:59:00Z
Case 112,Turning & Milling - Machine 9,2012-01-09T07:00:00Z
Case 112,Turning & Milling - Machine 9,2012-01-09T07:00:00Z
Case 112,Turning & Milling - Machine 9,2012-01-09T07:00:00Z
Case 112,Turning & Milling - Machine 9,2012-01-09T07:00:00Z
Case 112,Turning & Milling - Machine 9,2012-01-09T07:04:00Z
Case 112,Turning & Milling - Machine 9,2012-01-09T07:04:00Z
Case 112,Turning & Milling - Machine 9,2012-01-09T07:09:00Z
Case 112,Turning & Milling - Machine 9,2012-01-09T07:10:00Z
Case 112,Turning & Milling Q.C.,2012-01-09T08:00:00Z
Case 112,Turning & Milling Q.C.,2012-01-09T08:04:00Z
Case 112,Laser Marking - Machine 7,2012-01-09T08:12:00Z
Case 112,Lapping - Machine 1,2012-01-09T09:05:00Z
Case 112,Turning & Milling - Machine 10,2012-01-09T09:05:00Z
Case 112,Turning & Milling - Machine 10,2012-01-09T09:06:00Z
Case 112,Turning & Milling - Machine 10,2012-01-09T09:44:00Z
Case 112,Turning & Milling - Machine 10,2012-01-09T09:49:00Z
Case 112,Turning & Milling - Machine 10,2012-01-09T09:56:00Z
Case 112,Turning & Milling - Machine 10,2012-01-09T10:01:00Z
Case 112,Final Inspection Q.C.,2012-01-09T10:27:00Z
Case 112,Final Inspection Q.C.,2012-01-09T10:30:00Z
Case 112,Turning & Milling - Machine 10,2012-01-09T10:46:00Z
Case 112,Packing,2012-01-09T10:51:00Z
Case 112,Packing,2012-01-09T10:57:00Z
Case 112,Turning & Milling Q.C.,2012-01-09T11:08:00Z
Case 112,Laser Marking - Machine 7,2012-01-09T11:14:00Z
Case 112,Turning & Milling - Machine 10,2012-01-09T11:28:00Z
Case 112,Turning & Milling - Machine 10,2012-01-09T11:30:00Z
Case 112,Grinding Rework,2012-01-09T11:35:00Z
Case 112,Grinding Rework,2012-01-09T12:03:00Z
Case 112,Lapping - Machine 1,2012-01-09T12:30:00Z
Case 112,Final Inspection Q.C.,2012-01-09T12:35:00Z
Case 112,Packing,2012-01-09T13:29:00Z
Case 112,Final Inspection Q.C.,2012-01-09T14:29:00Z
Case 113,SETUP     Turning & Milling - Machine 5,2012-01-09T14:32:00Z
Case 113,Turning & Milling - Machine 5,2012-01-09T15:13:00Z
Case 113,Turning & Milling Q.C.,2012-01-09T16:08:00Z
Case 113,Laser Marking - Machine 7,2012-01-09T16:11:00Z
Case 114,Turning & Milling - Machine 6,2012-01-09T16:18:00Z
Case 114,Turning & Milling Q.C.,2012-01-09T16:29:00Z
Case 114,Turning & Milling - Machine 6,2012-01-09T17:15:00Z
Case 114,Turning & Milling - Machine 6,2012-01-09T18:27:00Z
Case 114,Turning & Milling Q.C.,2012-01-09T19:46:00Z
Case 114,Turning & Milling Q.C.,2012-01-09T20:00:00Z
Case 114,Turning & Milling Q.C.,2012-01-09T20:01:00Z
Case 115,Turning & Milling - Machine 4,2012-01-09T20:30:00Z
Case 115,Turning & Milling - Machine 4,2012-01-09T20:42:00Z
Case 115,Turning & Milling - Machine 4,2012-01-09T23:07:00Z
Case 115,Turning & Milling - Machine 4,2012-01-09T23:45:00Z
Case 115,Turning & Milling - Machine 4,2012-01-10T00:00:00Z
Case 115,Turning & Milling Q.C.,2012-01-10T00:00:00Z
Case 115,Turning & Milling Q.C.,2012-01-10T00:00:00Z
Case 115,Flat Grinding - Machine 11,2012-01-10T00:00:00Z
Case 115,Flat Grinding - Machine 11,2012-01-10T00:00:00Z
Case 115,Flat Grinding - Machine 11,2012-01-10T01:00:00Z
Case 115,Turning & Milling Q.C.,2012-01-10T01:00:00Z
Case 115,Lapping - Machine 1,2012-01-10T01:00:00Z
Case 115,Round Grinding - Machine 2,2012-01-10T03:00:00Z
Case 115,Round Grinding - Machine 2,2012-01-10T06:57:00Z
Case 115,Round Grinding - Machine 2,2012-01-10T07:00:00Z
Case 115,Round Grinding - Q.C.,2012-01-10T07:00:00Z
Case 115,Round Grinding - Machine 2,2012-01-10T07:00:00Z
Case 115,Round Grinding - Machine 2,2012-01-10T07:00:00Z
Case 115,Round Grinding - Machine 2,2012-01-10T07:00:00Z
Case 115,Round Grinding - Q.C.,2012-01-10T07:02:00Z
Case 115,Laser Marking - Machine 7,2012-01-10T07:08:00Z
Case 115,Final Inspection Q.C.,2012-01-10T07:09:00Z
Case 115,Packing,2012-01-10T07:10:00Z
Case 116,Round Grinding - Manual,2012-01-10T07:18:00Z
Case 116,Round Grinding - Manual,2012-01-10T07:51:00Z
Case 116,Round Grinding - Manual,2012-01-10T08:09:00Z
Case 116,Packing,2012-01-10T08:12:00Z
Case 116,Round Grinding - Manual,2012-01-10T08:19:00Z
Case 116,Final Inspection Q.C.,2012-01-10T08:21:00Z
Case 116,Round Grinding - Manual,2012-01-10T08:21:00Z
Case 116,Round Grinding - Manual,2012-01-10T08:25:00Z
Case 116,Round Grinding - Manual,2012-01-10T09:00:00Z
Case 116,Round Grinding - Manual,2012-01-10T09:00:00Z
Case 116,Packing,2012-01-10T09:10:00Z
Case 116,Final Inspection Q.C.,2012-01-10T09:15:00Z
Case 117,Packing,2012-01-10T09:22:00Z
Case 117,Packing,2012-01-10T09:51:00Z
Case 117,Final Inspection - Weighting,2012-01-10T10:00:00Z
Case 118,Turning & Milling - Machine 6,2012-01-10T10:11:00Z
Case 118,Turning & Milling - Machine 6,2012-01-10T10:12:00Z
Case 118,Turning & Milling - Machine 6,2012-01-10T10:14:00Z
Case 118,Turning & Milling Q.C.,2012-01-10T10:37:00Z
Case 119,Turning & Milling - Machine 10,2012-01-10T10:54:00Z
Case 119,Turning & Milling - Machine 10,2012-01-10T11:32:00Z
Case 119,Turning & Milling - Machine 10,2012-01-10T11:59:00Z
Case 119,Turning & Milling - Machine 10,2012-01-10T11:59:00Z
Case 119,Turning & Milling - Machine 10,2012-01-10T12:08:00Z
Case 119,Turning & Milling - Machine 10,2012-01-10T12:45:00Z
Case 119,Turning & Milling - Machine 10,2012-01-10T13:20:00Z
Case 119,Turning & Milling - Machine 10,2012-01-10T13:20:00Z
Case 119,Turning & Milling - Machine 10,2012-01-10T13:20:00Z
Case 119,Turning & Milling - Machine 10,2012-01-10T13:24:00Z
Case 119,Turning & Milling - Machine 10,2012-01-10T13:25:00Z
Case 12,Turning - Machine 9,2012-01-10T13:32:00Z
Case 12,Turning - Machine 9,2012-01-10T13:36:00Z
Case 12,Turning Q.C.,2012-01-10T14:05:00Z
Case 12,Turning - Machine 9,2012-01-10T14:26:00Z
Case 12,Turning - Machine 9,2012-01-10T14:30:00Z
Case 12,Turning - Machine 9,2012-01-10T14:33:00Z
Case 12,Turning - Machine 9,2012-01-10T14:34:00Z
Case 12,Turning - Machine 9,2012-01-10T14:50:00Z
Case 12,Turning - Machine 9,2012-01-10T15:00:00Z
Case 12,Turning - Machine 9,2012-01-10T15:15:00Z
Case 12,Turning Q.C.,2012-01-10T15:47:00Z
Case 12,Turning & Milling - Machine 9,2012-01-10T16:04:00Z
Case 12,Lapping - Machine 1,2012-01-10T16:05:00Z
Case 12,Flat Grinding - Machine 11,2012-01-10T16:14:00Z
Case 12,Flat Grinding - Machine 11,2012-01-10T17:44:00Z
Case 12,Laser Marking - Machine 7,2012-01-10T17:55:00Z
Case 12,Flat Grinding - Machine 11,2012-01-10T18:07:00Z
Case 12,Flat Grinding - Machine 11,2012-01-10T20:00:00Z
Case 12,Final Inspection Q.C.,2012-01-10T20:05:00Z
Case 12,Laser Marking - Machine 7,2012-01-10T20:06:00Z
Case 12,Flat Grinding - Machine 11,2012-01-10T20:41:00Z
Case 12,Flat Grinding - Machine 11,2012-01-10T20:52:00Z
Case 12,Final Inspection Q.C.,2012-01-11T00:00:00Z
Case 12,Final Inspection Q.C.,2012-01-11T00:00:00Z
Case 12,Final Inspection Q.C.,2012-01-11T00:00:00Z
Case 12,Packing,2012-01-11T00:00:00Z
Case 120,Turning & Milling - Machine 5,2012-01-11T00:00:00Z
Case 120,Turning & Milling - Machine 5,2012-01-11T00:12:00Z
Case 120,Turning & Milling - Machine 5,2012-01-11T04:05:00Z
Case 120,Turning & Milling Q.C.,2012-01-11T06:29:00Z
Case 120,Laser Marking - Machine 7,2012-01-11T06:50:00Z
Case 120,Lapping - Machine 1,2012-01-11T06:56:00Z
Case 120,Round Grinding - Machine 12,2012-01-11T06:56:00Z
Case 120,Round Grinding - Machine 12,2012-01-11T06:57:00Z
Case 120,Round Grinding - Machine 3,2012-01-11T06:57:00Z
Case 120,Round Grinding - Machine 3,2012-01-11T07:00:00Z
Case 120,Round Grinding - Machine 3,2012-01-11T07:00:00Z
Case 120,Final Inspection Q.C.,2012-01-11T07:13:00Z
Case 121,Turning & Milling - Machine 5,2012-01-11T07:15:00Z
Case 121,Turning & Milling - Machine 5,2012-01-11T07:16:00Z
